	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
613	617	Faisal Al Shehri	5 tahun lalu	Negatif	air terjun teroan	Sebagai pemandangan yang sangat indah dianggap air terjun dari tanah yang turun ke laut, masalahnya air air terjun itu mengalirkan kotoran ke dalamnya, karena sangat tercemar, kebersihannya harus dijaga. tidak ada rumah peristirahatan atau kafe di dekatnya.	Sebagai pemandangan yang sangat indah dianggap air terjun dari tanah yang turun ke laut masalahnya air air terjun itu mengalirkan kotoran ke dalamnya karena sangat tercemar kebersihannya harus dijaga tidak ada rumah peristirahatan atau kafe di dekatnya	['sebagai', 'pemandangan', 'yang', 'sangat', 'indah', 'dianggap', 'air', 'terjun', 'dari', 'tanah', 'yang', 'turun', 'ke', 'laut', 'masalahnya', 'air', 'air', 'terjun', 'itu', 'mengalirkan', 'kotoran', 'ke', 'dalamnya', 'karena', 'sangat', 'tercemar', 'kebersihannya', 'harus', 'dijaga', 'tidak', 'ada', 'rumah', 'peristirahatan', 'atau', 'kafe', 'di', 'dekatnya']	['sebagai', 'pemandangan', 'yang', 'sangat', 'indah', 'dianggap', 'air', 'terjun', 'dari', 'tanah', 'yang', 'turun', 'ke', 'laut', 'masalahnya', 'air', 'air', 'terjun', 'itu', 'mengalirkan', 'kotoran', 'ke', 'dalamnya', 'karena', 'sangat', 'tercemar', 'kebersihannya', 'harus', 'dijaga', 'tidak', 'ada', 'rumah', 'peristirahatan', 'atau', 'kafe', 'di', 'dekatnya']	['pemandangan', 'indah', 'dianggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'mengalirkan', 'kotoran', 'dalamnya', 'tercemar', 'kebersihannya', 'dijaga', 'rumah', 'peristirahatan', 'kafe', 'dekatnya']	['pandang', 'indah', 'anggap', 'air', 'terjun', 'tanah', 'turun', 'laut', 'air', 'air', 'terjun', 'alir', 'kotor', 'dalam', 'cemar', 'bersih', 'jaga', 'rumah', 'istirahat', 'kafe', 'dekat']
614	618	Buhari Stisindo	5 tahun lalu	Positif	air terjun teroan	Pemandangan yang bagus.. Luar biasa	Pemandangan yang bagus Luar biasa	['pemandangan', 'yang', 'bagus', 'luar', 'biasa']	['pemandangan', 'yang', 'bagus', 'luar', 'biasa']	['pemandangan', 'bagus']	['pandang', 'bagus']
615	619	M. Anwarsyam Mohamad	5 tahun lalu	Positif	air terjun teroan	tempat yang bagus	tempat yang bagus	['tempat', 'yang', 'bagus']	['tempat', 'yang', 'bagus']	['bagus']	['bagus']
616	620	Natsuri Afroh	5 tahun lalu	Positif	air terjun teroan	Bagu jgk ya payment danga pun bagus	Bagu jgk ya payment danga pun bagus	['bagu', 'jgk', 'ya', 'payment', 'danga', 'pun', 'bagus']	['bagu', 'juga', 'ya', 'payment', 'danga', 'pun', 'bagus']	['bagu', 'payment', 'danga', 'bagus']	['bagu', 'payment', 'danga', 'bagus']
617	621	Novian3 DK	5 tahun lalu	Positif	air terjun teroan	Ada tempat yang bagus untuk perjalanan Anda di pulau	Ada tempat yang bagus untuk perjalanan Anda di pulau	['ada', 'tempat', 'yang', 'bagus', 'untuk', 'perjalanan', 'anda', 'di', 'pulau']	['ada', 'tempat', 'yang', 'bagus', 'untuk', 'perjalanan', 'anda', 'di', 'pulau']	['bagus', 'perjalanan', 'pulau']	['bagus', 'jalan', 'pulau']
618	622	Herlina Halim	5 tahun lalu	Positif	air terjun teroan	Perlu lebih banyak fasilitas untuk mengambil gambar yang bagus	Perlu lebih banyak fasilitas untuk mengambil gambar yang bagus	['perlu', 'lebih', 'banyak', 'fasilitas', 'untuk', 'mengambil', 'gambar', 'yang', 'bagus']	['perlu', 'lebih', 'banyak', 'fasilitas', 'untuk', 'mengambil', 'gambar', 'yang', 'bagus']	['fasilitas', 'mengambil', 'gambar', 'bagus']	['fasilitas', 'ambil', 'gambar', 'bagus']
619	623	Graeme Ts	5 tahun lalu	Positif	air terjun teroan	Air terjun air tawar yang bagus ke Laut Jawa.	Air terjun air tawar yang bagus ke Laut Jawa	['air', 'terjun', 'air', 'tawar', 'yang', 'bagus', 'ke', 'laut', 'jawa']	['air', 'terjun', 'air', 'tawar', 'yang', 'bagus', 'ke', 'laut', 'jawa']	['air', 'terjun', 'air', 'tawar', 'bagus', 'laut', 'jawa']	['air', 'terjun', 'air', 'tawar', 'bagus', 'laut', 'jawa']
620	624	Bayu K	5 tahun lalu	Positif	air terjun teroan	Tempat yang bagus untuk berburu foto dengan inspirasi liar	Tempat yang bagus untuk berburu foto dengan inspirasi liar	['tempat', 'yang', 'bagus', 'untuk', 'berburu', 'foto', 'dengan', 'inspirasi', 'liar']	['tempat', 'yang', 'bagus', 'untuk', 'berburu', 'foto', 'dengan', 'inspirasi', 'liar']	['bagus', 'berburu', 'foto', 'inspirasi', 'liar']	['bagus', 'buru', 'foto', 'inspirasi', 'liar']
621	625	ibnu widagdo	5 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
622	626	Retno Tri Lestari	5 tahun lalu	Positif	air terjun teroan	Air terjun yang bagus	Air terjun yang bagus	['air', 'terjun', 'yang', 'bagus']	['air', 'terjun', 'yang', 'bagus']	['air', 'terjun', 'bagus']	['air', 'terjun', 'bagus']
623	627	Nurul Hudi	5 tahun lalu	Positif	air terjun teroan	Air terjun yang indah	Air terjun yang indah	['air', 'terjun', 'yang', 'indah']	['air', 'terjun', 'yang', 'indah']	['air', 'terjun', 'indah']	['air', 'terjun', 'indah']
624	628	Yudi Priyono	5 tahun lalu	Positif	air terjun teroan	Cantik	Cantik	['cantik']	['cantik']	['cantik']	['cantik']
625	629	Muh. Sifaul Muztahid	5 tahun lalu	Positif	air terjun teroan	Toroan Waterfall is Waterfall that directly meet sea. Actually even this place is small but it's quite beautiful place. Now days this place is really crowded by many local tourist and there's trash everywhere. This place looks like is still ?	Toroan Waterfall is Waterfall that directly meet sea Actually even this place is small but its quite beautiful place Now days this place is really crowded by many local tourist and theres trash everywhere This place looks like is still	['toroan', 'waterfall', 'is', 'waterfall', 'that', 'directly', 'meet', 'sea', 'actually', 'even', 'this', 'place', 'is', 'small', 'but', 'its', 'quite', 'beautiful', 'place', 'now', 'days', 'this', 'place', 'is', 'really', 'crowded', 'by', 'many', 'local', 'tourist', 'and', 'theres', 'trash', 'everywhere', 'this', 'place', 'looks', 'like', 'is', 'still']	['toroan', 'waterfall', 'is', 'waterfall', 'that', 'directly', 'meet', 'sea', 'actually', 'even', 'this', 'place', 'is', 'small', 'but', 'its', 'quite', 'beautiful', 'place', 'now', 'days', 'this', 'place', 'is', 'really', 'crowded', 'by', 'many', 'local', 'tourist', 'and', 'theres', 'trash', 'everywhere', 'this', 'place', 'looks', 'like', 'is', 'still']	['toroan', 'waterfall', 'is', 'waterfall', 'that', 'directly', 'meet', 'sea', 'actually', 'even', 'this', 'place', 'is', 'small', 'but', 'its', 'quite', 'beautiful', 'place', 'now', 'days', 'this', 'place', 'is', 'really', 'crowded', 'by', 'many', 'local', 'tourist', 'and', 'theres', 'trash', 'everywhere', 'this', 'place', 'looks', 'like', 'is', 'still']	['toro', 'waterfall', 'is', 'waterfall', 'that', 'directly', 'meet', 'sea', 'actually', 'even', 'this', 'place', 'is', 'small', 'but', 'its', 'quite', 'beautiful', 'place', 'now', 'days', 'this', 'place', 'is', 'really', 'crowded', 'by', 'many', 'local', 'tourist', 'and', 'theres', 'trash', 'everywhere', 'this', 'place', 'looks', 'like', 'is', 'still']
626	630	RnT	5 tahun lalu	Positif	air terjun teroan	Lokasinya berada di pinggir jalan pantura Madura sehingga sangat mudah dijangkau. Pertama kali sampai, pemandangan laut biru menyambut. Air Terjun Toroan memiliki keunikan menghadap langsung ke laut. Untuk menuju lokasi air terjun kita ?	Lokasinya berada di pinggir jalan pantura Madura sehingga sangat mudah dijangkau Pertama kali sampai pemandangan laut biru menyambut Air Terjun Toroan memiliki keunikan menghadap langsung ke laut Untuk menuju lokasi air terjun kita	['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'pantura', 'madura', 'sehingga', 'sangat', 'mudah', 'dijangkau', 'pertama', 'kali', 'sampai', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'ke', 'laut', 'untuk', 'menuju', 'lokasi', 'air', 'terjun', 'kita']	['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'pantura', 'madura', 'sehingga', 'sangat', 'mudah', 'dijangkau', 'pertama', 'kali', 'sampai', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'ke', 'laut', 'untuk', 'menuju', 'lokasi', 'air', 'terjun', 'kita']	['lokasinya', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'dijangkau', 'kali', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']	['lokasi', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'jangkau', 'kali', 'pandang', 'laut', 'biru', 'sambut', 'air', 'terjun', 'toro', 'milik', 'uni', 'hadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']
627	631	Tamamul Anwar	5 tahun lalu	Positif	air terjun teroan	Suasananya nyaman.  Dari kota sampang ke sini butuh waktu  kurang lebih jam.  Disini terdapat 3 air terjun   1 lebar dan 2 kecil. Rekom buat teman teman yang ada di daerah sekitar sampang.  Bisa buat memajakan mata.  Foto di ambil saat siang hari.  Eh iya harga parkir nya juga standar kok.	Suasananya nyaman Dari kota sampang ke sini butuh waktu kurang lebih jam Disini terdapat  air terjun   lebar dan  kecil Rekom buat teman teman yang ada di daerah sekitar sampang Bisa buat memajakan mata Foto di ambil saat siang hari Eh iya harga parkir nya juga standar kok	['suasananya', 'nyaman', 'dari', 'kota', 'sampang', 'ke', 'sini', 'butuh', 'waktu', 'kurang', 'lebih', 'jam', 'disini', 'terdapat', 'air', 'terjun', 'lebar', 'dan', 'kecil', 'rekom', 'buat', 'teman', 'teman', 'yang', 'ada', 'di', 'daerah', 'sekitar', 'sampang', 'bisa', 'buat', 'memajakan', 'mata', 'foto', 'di', 'ambil', 'saat', 'siang', 'hari', 'eh', 'iya', 'harga', 'parkir', 'nya', 'juga', 'standar', 'kok']	['suasananya', 'nyaman', 'dari', 'kota', 'sampang', 'ke', 'sini', 'butuh', 'waktu', 'kurang', 'lebih', 'jam', 'disini', 'terdapat', 'air', 'terjun', 'lebar', 'dan', 'kecil', 'rekom', 'buat', 'teman', 'teman', 'yang', 'ada', 'di', 'daerah', 'sekitar', 'sampang', 'bisa', 'buat', 'memajakan', 'mata', 'foto', 'di', 'ambil', 'saat', 'siang', 'hari', 'eh', 'iya', 'harga', 'parkir', 'nya', 'juga', 'standar', 'kok']	['suasananya', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'memajakan', 'mata', 'foto', 'ambil', 'siang', 'eh', 'iya', 'harga', 'parkir', 'standar']	['suasana', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'maja', 'mata', 'foto', 'ambil', 'siang', 'eh', 'iya', 'harga', 'parkir', 'standar']
628	632	tufail aulia	5 tahun lalu	Positif	air terjun teroan	Air terjun toroan, dilengkapi fasilitas musholla, toilet, warung makan kadang buka kadang tutup, mudah terlihat dari jalan raya. Wisata masih alami hanya kena parkir R4 10.000, R2 5000. parkir luas dan nyaman.	Air terjun toroan dilengkapi fasilitas musholla toilet warung makan kadang buka kadang tutup mudah terlihat dari jalan raya Wisata masih alami hanya kena parkir R  R  parkir luas dan nyaman	['air', 'terjun', 'toroan', 'dilengkapi', 'fasilitas', 'musholla', 'toilet', 'warung', 'makan', 'kadang', 'buka', 'kadang', 'tutup', 'mudah', 'terlihat', 'dari', 'jalan', 'raya', 'wisata', 'masih', 'alami', 'hanya', 'kena', 'parkir', 'r', 'r', 'parkir', 'luas', 'dan', 'nyaman']	['air', 'terjun', 'toroan', 'dilengkapi', 'fasilitas', 'musholla', 'toilet', 'warung', 'makan', 'kadang', 'buka', 'kadang', 'tutup', 'mudah', 'terlihat', 'dari', 'jalan', 'raya', 'wisata', 'masih', 'alami', 'hanya', 'kena', 'parkir', 'r', 'r', 'parkir', 'luas', 'dan', 'nyaman']	['air', 'terjun', 'toroan', 'dilengkapi', 'fasilitas', 'musholla', 'toilet', 'warung', 'makan', 'kadang', 'buka', 'kadang', 'tutup', 'mudah', 'jalan', 'raya', 'wisata', 'alami', 'kena', 'parkir', 'r', 'r', 'parkir', 'luas', 'nyaman']	['air', 'terjun', 'toro', 'lengkap', 'fasilitas', 'musholla', 'toilet', 'warung', 'makan', 'kadang', 'buka', 'kadang', 'tutup', 'mudah', 'jalan', 'raya', 'wisata', 'alami', 'kena', 'parkir', 'r', 'r', 'parkir', 'luas', 'nyaman']
629	633	fadel abu aufa	5 tahun lalu	Positif	air terjun teroan	Anda lewat pantura madura, rasanya kurang lengkap tanpa mampir di air terjun toroan tepatnya di ketapang timur kabupaten sampang, air terjunnya langsung jatuh ke laut dan satu-satunya di madura dan sekarang sudah ada rest area, tempat parkir, rumah makan serta toilet	Anda lewat pantura madura rasanya kurang lengkap tanpa mampir di air terjun toroan tepatnya di ketapang timur kabupaten sampang air terjunnya langsung jatuh ke laut dan satusatunya di madura dan sekarang sudah ada rest area tempat parkir rumah makan serta toilet	['anda', 'lewat', 'pantura', 'madura', 'rasanya', 'kurang', 'lengkap', 'tanpa', 'mampir', 'di', 'air', 'terjun', 'toroan', 'tepatnya', 'di', 'ketapang', 'timur', 'kabupaten', 'sampang', 'air', 'terjunnya', 'langsung', 'jatuh', 'ke', 'laut', 'dan', 'satusatunya', 'di', 'madura', 'dan', 'sekarang', 'sudah', 'ada', 'rest', 'area', 'tempat', 'parkir', 'rumah', 'makan', 'serta', 'toilet']	['anda', 'lewat', 'pantura', 'madura', 'rasanya', 'kurang', 'lengkap', 'tanpa', 'mampir', 'di', 'air', 'terjun', 'toroan', 'tepatnya', 'di', 'ketapang', 'timur', 'kabupaten', 'sampang', 'air', 'terjunnya', 'langsung', 'jatuh', 'ke', 'laut', 'dan', 'satusatunya', 'di', 'madura', 'dan', 'sekarang', 'sudah', 'ada', 'rest', 'area', 'tempat', 'parkir', 'rumah', 'makan', 'serta', 'toilet']	['pantura', 'madura', 'lengkap', 'mampir', 'air', 'terjun', 'toroan', 'tepatnya', 'ketapang', 'timur', 'kabupaten', 'sampang', 'air', 'terjunnya', 'langsung', 'jatuh', 'laut', 'satusatunya', 'madura', 'rest', 'area', 'parkir', 'rumah', 'makan', 'toilet']	['pantura', 'madura', 'lengkap', 'mampir', 'air', 'terjun', 'toro', 'tepat', 'ketapang', 'timur', 'kabupaten', 'sampang', 'air', 'terjun', 'langsung', 'jatuh', 'laut', 'satusatunya', 'madura', 'rest', 'area', 'parkir', 'rumah', 'makan', 'toilet']
630	634	Agus Purnomo	5 tahun lalu	Positif	air terjun teroan	Menarik, menyenangkan ada tempat makan lesehan utk sekedar istirahat dn mengisi perut dg pemandangan pantai sipp	Menarik menyenangkan ada tempat makan lesehan utk sekedar istirahat dn mengisi perut dg pemandangan pantai sipp	['menarik', 'menyenangkan', 'ada', 'tempat', 'makan', 'lesehan', 'utk', 'sekedar', 'istirahat', 'dn', 'mengisi', 'perut', 'dg', 'pemandangan', 'pantai', 'sipp']	['menarik', 'menyenangkan', 'ada', 'tempat', 'makan', 'lesehan', 'untuk', 'sekedar', 'istirahat', 'dan', 'mengisi', 'perut', 'dengan', 'pemandangan', 'pantai', 'sip']	['menarik', 'menyenangkan', 'makan', 'lesehan', 'sekedar', 'istirahat', 'mengisi', 'perut', 'pemandangan', 'pantai', 'sip']	['tarik', 'senang', 'makan', 'leseh', 'dar', 'istirahat', 'isi', 'perut', 'pandang', 'pantai', 'sip']
631	635	Ny. Warta	5 tahun lalu	Negatif	air terjun teroan	amazing! suara debur ombak + gemuruh air terjun bener2 bikin fresh! sayang kurang terawat.. semoga pemda ada perhatian untuk mengeksploitasi air terjun toroan sbg destinasi wisata utama sampang	amazing suara debur ombak gemuruh air terjun bener bikin fresh sayang kurang terawat semoga pemda ada perhatian untuk mengeksploitasi air terjun toroan sbg destinasi wisata utama sampang	['amazing', 'suara', 'debur', 'ombak', 'gemuruh', 'air', 'terjun', 'bener', 'bikin', 'fresh', 'sayang', 'kurang', 'terawat', 'semoga', 'pemda', 'ada', 'perhatian', 'untuk', 'mengeksploitasi', 'air', 'terjun', 'toroan', 'sbg', 'destinasi', 'wisata', 'utama', 'sampang']	['amazing', 'suara', 'debur', 'ombak', 'gemuruh', 'air', 'terjun', 'benar', 'bikin', 'fresh', 'sayang', 'kurang', 'terawat', 'semoga', 'pemda', 'ada', 'perhatian', 'untuk', 'mengeksploitasi', 'air', 'terjun', 'toroan', 'sebagai', 'destinasi', 'wisata', 'utama', 'sampang']	['amazing', 'suara', 'debur', 'ombak', 'gemuruh', 'air', 'terjun', 'fresh', 'sayang', 'terawat', 'semoga', 'pemda', 'perhatian', 'mengeksploitasi', 'air', 'terjun', 'toroan', 'destinasi', 'wisata', 'utama', 'sampang']	['amazing', 'suara', 'debur', 'ombak', 'gemuruh', 'air', 'terjun', 'fresh', 'sayang', 'awat', 'moga', 'pemda', 'perhati', 'eksploitasi', 'air', 'terjun', 'toro', 'destinasi', 'wisata', 'utama', 'sampang']
632	636	jelajah sumenep	5 tahun lalu	Positif	air terjun teroan	Air terjun yg langsung bermuara di laut,  untuk kesini bisa menghubungi kami..	Air terjun yg langsung bermuara di laut untuk kesini bisa menghubungi kami	['air', 'terjun', 'yg', 'langsung', 'bermuara', 'di', 'laut', 'untuk', 'kesini', 'bisa', 'menghubungi', 'kami']	['air', 'terjun', 'yang', 'langsung', 'bermuara', 'di', 'laut', 'untuk', 'kesini', 'bisa', 'menghubungi', 'kami']	['air', 'terjun', 'langsung', 'bermuara', 'laut', 'kesini', 'menghubungi']	['air', 'terjun', 'langsung', 'muara', 'laut', 'kesini', 'hubung']
633	637	Linda eLDe	5 tahun lalu	Positif	air terjun teroan	Good scenery,air terjun yg langsung bermuara ke laut,gag bakal nyesel	Good sceneryair terjun yg langsung bermuara ke lautgag bakal nyesel	['good', 'sceneryair', 'terjun', 'yg', 'langsung', 'bermuara', 'ke', 'lautgag', 'bakal', 'nyesel']	['good', 'sceneryair', 'terjun', 'yang', 'langsung', 'bermuara', 'ke', 'lautgag', 'bakal', 'menyesal']	['good', 'sceneryair', 'terjun', 'langsung', 'bermuara', 'lautgag', 'menyesal']	['good', 'sceneryair', 'terjun', 'langsung', 'muara', 'lautgag', 'sesal']
634	638	Tatang Decoration	5 tahun lalu	Positif	air terjun teroan	Seru banget.... Sangat memicu adrenaline apalagi saat ambil gambar dr atas air terjunnya...	Seru banget Sangat memicu adrenaline apalagi saat ambil gambar dr atas air terjunnya	['seru', 'banget', 'sangat', 'memicu', 'adrenaline', 'apalagi', 'saat', 'ambil', 'gambar', 'dr', 'atas', 'air', 'terjunnya']	['seru', 'banget', 'sangat', 'memicu', 'adrenaline', 'apalagi', 'saat', 'ambil', 'gambar', 'dari', 'atas', 'air', 'terjunnya']	['seru', 'banget', 'memicu', 'adrenaline', 'ambil', 'gambar', 'air', 'terjunnya']	['seru', 'banget', 'picu', 'adrenaline', 'ambil', 'gambar', 'air', 'terjun']
635	639	Just Skip	5 tahun lalu	Positif	air terjun teroan	Wisata yang cocok buat kalian yang suka foto - foto dan refreshing	Wisata yang cocok buat kalian yang suka foto foto dan refreshing	['wisata', 'yang', 'cocok', 'buat', 'kalian', 'yang', 'suka', 'foto', 'foto', 'dan', 'refreshing']	['wisata', 'yang', 'cocok', 'buat', 'kalian', 'yang', 'suka', 'foto', 'foto', 'dan', 'refreshing']	['wisata', 'cocok', 'suka', 'foto', 'foto', 'refreshing']	['wisata', 'cocok', 'suka', 'foto', 'foto', 'refreshing']
636	640	Tsurayya Kamila Novita	5 tahun lalu	Negatif	air terjun teroan	Sarana dan prasarana masih harus terus ditambah sih. Dikelola lebih baik lagi. Agak panas banget daerahnya... Kurang tempat* berteduh ...hihi . Tp okelah untuk mampir tipis tipis...	Sarana dan prasarana masih harus terus ditambah sih Dikelola lebih baik lagi Agak panas banget daerahnya Kurang tempat berteduh hihi Tp okelah untuk mampir tipis tipis	['sarana', 'dan', 'prasarana', 'masih', 'harus', 'terus', 'ditambah', 'sih', 'dikelola', 'lebih', 'baik', 'lagi', 'agak', 'panas', 'banget', 'daerahnya', 'kurang', 'tempat', 'berteduh', 'hihi', 'tp', 'okelah', 'untuk', 'mampir', 'tipis', 'tipis']	['sarana', 'dan', 'prasarana', 'masih', 'harus', 'terus', 'ditambah', 'sih', 'dikelola', 'lebih', 'baik', 'lagi', 'agak', 'panas', 'banget', 'daerahnya', 'kurang', 'tempat', 'berteduh', 'hihi', 'tapi', 'okelah', 'untuk', 'mampir', 'tipis', 'tipis']	['sarana', 'prasarana', 'ditambah', 'dikelola', 'panas', 'banget', 'daerahnya', 'berteduh', 'hihi', 'okelah', 'mampir', 'tipis', 'tipis']	['sarana', 'prasarana', 'tambah', 'kelola', 'panas', 'banget', 'daerah', 'teduh', 'hihi', 'oke', 'mampir', 'tipis', 'tipis']
637	641	Fatin Susanna	5 tahun lalu	Negatif	air terjun teroan	Masih perlu pembenahan disana sini utk memudahkan pengunjung menuju sekitar lokasi tp setiap kesini selalu ada kemajuan	Masih perlu pembenahan disana sini utk memudahkan pengunjung menuju sekitar lokasi tp setiap kesini selalu ada kemajuan	['masih', 'perlu', 'pembenahan', 'disana', 'sini', 'utk', 'memudahkan', 'pengunjung', 'menuju', 'sekitar', 'lokasi', 'tp', 'setiap', 'kesini', 'selalu', 'ada', 'kemajuan']	['masih', 'perlu', 'pembenahan', 'disana', 'sini', 'untuk', 'memudahkan', 'pengunjung', 'menuju', 'sekitar', 'lokasi', 'tapi', 'setiap', 'kesini', 'selalu', 'ada', 'kemajuan']	['pembenahan', 'disana', 'memudahkan', 'pengunjung', 'lokasi', 'kesini', 'kemajuan']	['benah', 'sana', 'mudah', 'unjung', 'lokasi', 'kesini', 'maju']
638	642	indi ra	5 tahun lalu	Positif	air terjun teroan	Air terjun langsung mengarah ke laut	Air terjun langsung mengarah ke laut	['air', 'terjun', 'langsung', 'mengarah', 'ke', 'laut']	['air', 'terjun', 'langsung', 'mengarah', 'ke', 'laut']	['air', 'terjun', 'langsung', 'mengarah', 'laut']	['air', 'terjun', 'langsung', 'arah', 'laut']
639	643	Olievia P Mulyana	5 tahun lalu	Positif	air terjun teroan	Wisata alam yang dikelola secara alami oleh warga sekitar. Lokasinya dipinggir jalan dengan pentunjuk yang mudah terlihat. Air terjun ini langsung menuju laut jadi untuk foto kita harus menuruni tangga menuju pinggir laut jadi apabila ?	Wisata alam yang dikelola secara alami oleh warga sekitar Lokasinya dipinggir jalan dengan pentunjuk yang mudah terlihat Air terjun ini langsung menuju laut jadi untuk foto kita harus menuruni tangga menuju pinggir laut jadi apabila	['wisata', 'alam', 'yang', 'dikelola', 'secara', 'alami', 'oleh', 'warga', 'sekitar', 'lokasinya', 'dipinggir', 'jalan', 'dengan', 'pentunjuk', 'yang', 'mudah', 'terlihat', 'air', 'terjun', 'ini', 'langsung', 'menuju', 'laut', 'jadi', 'untuk', 'foto', 'kita', 'harus', 'menuruni', 'tangga', 'menuju', 'pinggir', 'laut', 'jadi', 'apabila']	['wisata', 'alam', 'yang', 'dikelola', 'secara', 'alami', 'oleh', 'warga', 'sekitar', 'lokasinya', 'dipinggir', 'jalan', 'dengan', 'pentunjuk', 'yang', 'mudah', 'terlihat', 'air', 'terjun', 'ini', 'langsung', 'menuju', 'laut', 'jadi', 'untuk', 'foto', 'kita', 'harus', 'menuruni', 'tangga', 'menuju', 'pinggir', 'laut', 'jadi', 'apabila']	['wisata', 'alam', 'dikelola', 'alami', 'warga', 'lokasinya', 'dipinggir', 'jalan', 'pentunjuk', 'mudah', 'air', 'terjun', 'langsung', 'laut', 'foto', 'menuruni', 'tangga', 'pinggir', 'laut']	['wisata', 'alam', 'kelola', 'alami', 'warga', 'lokasi', 'pinggir', 'jalan', 'pentunjuk', 'mudah', 'air', 'terjun', 'langsung', 'laut', 'foto', 'turun', 'tangga', 'pinggir', 'laut']
640	644	Zhela Aspriela (Zh/A)	5 tahun lalu	Positif	air terjun teroan	Rame disini, kalo cari kulineran disini banyak. Tapi seru kalo ke air terjunnya, kalo lagi pasang kayaknya sangat engga disarankan untuk mandi di air terjunnya. Cukup bayar parkir kendaraan disini. Lahan parkirnya juga luas bias motor dan mobil, bus pariwisata juga bisa.	Rame disini kalo cari kulineran disini banyak Tapi seru kalo ke air terjunnya kalo lagi pasang kayaknya sangat engga disarankan untuk mandi di air terjunnya Cukup bayar parkir kendaraan disini Lahan parkirnya juga luas bias motor dan mobil bus pariwisata juga bisa	['rame', 'disini', 'kalo', 'cari', 'kulineran', 'disini', 'banyak', 'tapi', 'seru', 'kalo', 'ke', 'air', 'terjunnya', 'kalo', 'lagi', 'pasang', 'kayaknya', 'sangat', 'engga', 'disarankan', 'untuk', 'mandi', 'di', 'air', 'terjunnya', 'cukup', 'bayar', 'parkir', 'kendaraan', 'disini', 'lahan', 'parkirnya', 'juga', 'luas', 'bias', 'motor', 'dan', 'mobil', 'bus', 'pariwisata', 'juga', 'bisa']	['rame', 'disini', 'kalo', 'cari', 'kulineran', 'disini', 'banyak', 'tapi', 'seru', 'kalo', 'ke', 'air', 'terjunnya', 'kalo', 'lagi', 'pasang', 'kayaknya', 'sangat', 'enggak', 'disarankan', 'untuk', 'mandi', 'di', 'air', 'terjunnya', 'cukup', 'bayar', 'parkir', 'kendaraan', 'disini', 'lahan', 'parkirnya', 'juga', 'luas', 'bias', 'motor', 'dan', 'mobil', 'bus', 'pariwisata', 'juga', 'bisa']	['rame', 'cari', 'kulineran', 'seru', 'air', 'terjunnya', 'pasang', 'kayaknya', 'disarankan', 'mandi', 'air', 'terjunnya', 'bayar', 'parkir', 'kendaraan', 'lahan', 'parkirnya', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']	['rame', 'cari', 'kuliner', 'seru', 'air', 'terjun', 'pasang', 'kayak', 'saran', 'mandi', 'air', 'terjun', 'bayar', 'parkir', 'kendara', 'lahan', 'parkir', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']
641	645	Sigit Ardianto	5 tahun lalu	Positif	air terjun teroan	Air terjun di pinggir pantai.. Spot wajib para landscaper longexposure mania	Air terjun di pinggir pantai Spot wajib para landscaper longexposure mania	['air', 'terjun', 'di', 'pinggir', 'pantai', 'spot', 'wajib', 'para', 'landscaper', 'longexposure', 'mania']	['air', 'terjun', 'di', 'pinggir', 'pantai', 'spot', 'wajib', 'para', 'landscaper', 'longexposure', 'mania']	['air', 'terjun', 'pinggir', 'pantai', 'spot', 'wajib', 'landscaper', 'longexposure', 'mania']	['air', 'terjun', 'pinggir', 'pantai', 'spot', 'wajib', 'landscaper', 'longexposure', 'mania']
