lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
pantai sembilan;Positif;Sangat menyenangkan dan memuaskan;Sangat menyenangkan dan memuaskan;['sangat', 'menyenangkan', 'dan', 'memuaskan'];['sangat', 'menyenangkan', 'dan', 'memuaskan'];['menyenangkan', 'memuaskan'];['senang', 'muas']
pantai sembilan;Positif;"Sangat memikat hati
Eksotis sekali, cocok untuk menghilangkan penat";Sangat memikat hati Eksotis sekali cocok untuk menghilangkan penat;['sangat', 'memikat', 'hati', 'eksotis', 'sekali', 'cocok', 'untuk', 'menghilangkan', 'penat'];['sangat', 'memikat', 'hati', 'eksotis', 'sekali', 'cocok', 'untuk', 'menghilangkan', 'penat'];['memikat', 'hati', 'eksotis', 'cocok', 'menghilangkan', 'penat'];['mikat', 'hati', 'eksotis', 'cocok', 'hilang', 'penat']
pantai sembilan;Positif;Menyenangkan sekali,selain tempatnya asik, jajanan disana juga sama murah murah sama dengan kios kios biasa;Menyenangkan sekali selain tempatnya asik jajanan disana juga sama murah murah sama dengan kios kios biasa;['menyenangkan', 'sekali', 'selain', 'tempatnya', 'asik', 'jajanan', 'disana', 'juga', 'sama', 'murah', 'murah', 'sama', 'dengan', 'kios', 'kios', 'biasa'];['menyenangkan', 'sekali', 'selain', 'tempatnya', 'asik', 'jajanan', 'disana', 'juga', 'sama', 'murah', 'murah', 'sama', 'dengan', 'kios', 'kios', 'biasa'];['menyenangkan', 'tempatnya', 'asik', 'jajanan', 'disana', 'murah', 'murah', 'kios', 'kios'];['senang', 'tempat', 'asik', 'jajan', 'sana', 'murah', 'murah', 'kios', 'kios']
pantai sembilan;Positif;Bagus banget.. Selama saya blm menikah dan hidup di jawa, hanya karimun jawa yg pasirnya putih dan airnya biru bening.. Tp saya pun blm pernah menginjakkan kaki disana.. …;Bagus banget Selama saya blm menikah dan hidup di jawa hanya karimun jawa yg pasirnya putih dan airnya biru bening Tp saya pun blm pernah menginjakkan kaki disana;['bagus', 'banget', 'selama', 'saya', 'blm', 'menikah', 'dan', 'hidup', 'di', 'jawa', 'hanya', 'karimun', 'jawa', 'yg', 'pasirnya', 'putih', 'dan', 'airnya', 'biru', 'bening', 'tp', 'saya', 'pun', 'blm', 'pernah', 'menginjakkan', 'kaki', 'disana'];['bagus', 'banget', 'selama', 'saya', 'belum', 'menikah', 'dan', 'hidup', 'di', 'jawa', 'hanya', 'karimun', 'jawa', 'yang', 'pasirnya', 'putih', 'dan', 'airnya', 'biru', 'bening', 'tapi', 'saya', 'pun', 'belum', 'pernah', 'menginjakkan', 'kaki', 'disana'];['bagus', 'banget', 'menikah', 'hidup', 'jawa', 'karimun', 'jawa', 'pasirnya', 'putih', 'airnya', 'biru', 'bening', 'menginjakkan', 'kaki', 'disana'];['bagus', 'banget', 'meni', 'hidup', 'jawa', 'karimun', 'jawa', 'pasir', 'putih', 'air', 'biru', 'bening', 'injak', 'kaki', 'sana']
pantai sembilan;Positif;Pantainya bagus, lautnya jernih jadi keliatan banget degradasi warna birunya. Cuman tak dipungkiri atmosfernya puanaaas banget, hehe. Jadi bawa topi ya, dan terus pakai sunblocknya ?? …;Pantainya bagus lautnya jernih jadi keliatan banget degradasi warna birunya Cuman tak dipungkiri atmosfernya puanaaas banget hehe Jadi bawa topi ya dan terus pakai sunblocknya;['pantainya', 'bagus', 'lautnya', 'jernih', 'jadi', 'keliatan', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'tak', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'hehe', 'jadi', 'bawa', 'topi', 'ya', 'dan', 'terus', 'pakai', 'sunblocknya'];['pantainya', 'bagus', 'lautnya', 'jernih', 'jadi', 'kelihatan', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'tak', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'hehe', 'jadi', 'bawa', 'topi', 'ya', 'dan', 'terus', 'pakai', 'sunblocknya'];['pantainya', 'bagus', 'lautnya', 'jernih', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'bawa', 'topi', 'pakai', 'sunblocknya'];['pantai', 'bagus', 'laut', 'jernih', 'banget', 'degradasi', 'warna', 'biru', 'cuman', 'dipungkiri', 'atmosfer', 'puanaaas', 'banget', 'bawa', 'topi', 'pakai', 'sunblocknya']
pantai sembilan;Positif;Pantainya indah dan mempesona,paling xaman buat liburan sama keluarga, lengkap ada penginapan kusus wisatawan. Juga fasilitasnya lengkap;Pantainya indah dan mempesona paling xaman buat liburan sama keluarga lengkap ada penginapan kusus wisatawan Juga fasilitasnya lengkap;['pantainya', 'indah', 'dan', 'mempesona', 'paling', 'xaman', 'buat', 'liburan', 'sama', 'keluarga', 'lengkap', 'ada', 'penginapan', 'kusus', 'wisatawan', 'juga', 'fasilitasnya', 'lengkap'];['pantainya', 'indah', 'dan', 'mempesona', 'paling', 'xaman', 'buat', 'liburan', 'sama', 'keluarga', 'lengkap', 'ada', 'penginapan', 'kusus', 'wisatawan', 'juga', 'fasilitasnya', 'lengkap'];['pantainya', 'indah', 'mempesona', 'xaman', 'liburan', 'keluarga', 'lengkap', 'penginapan', 'kusus', 'wisatawan', 'fasilitasnya', 'lengkap'];['pantai', 'indah', 'pesona', 'xaman', 'libur', 'keluarga', 'lengkap', 'inap', 'sus', 'wisatawan', 'fasilitas', 'lengkap']
pantai sembilan;Positif;Pantai pasir putih,,, masih bersih ,,, harga makanan wajar: nasi grg 10rb, mie grg 10 rb,,, musolla bersih,,, toilet ada bbrp & terawat;Pantai pasir putih masih bersih harga makanan wajar nasi grg rb mie grg rb musolla bersih toilet ada bbrp terawat;['pantai', 'pasir', 'putih', 'masih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'rb', 'mie', 'grg', 'rb', 'musolla', 'bersih', 'toilet', 'ada', 'bbrp', 'terawat'];['pantai', 'pasir', 'putih', 'masih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'ada', 'beberapa', 'terawat'];['pantai', 'pasir', 'putih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'terawat'];['pantai', 'pasir', 'putih', 'bersih', 'harga', 'makan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'awat']
pantai sembilan;Positif;Pantainya sih bagus, cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya.;Pantainya sih bagus cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya;['pantainya', 'sih', 'bagus', 'cuma', 'pengelolanya', 'kurang', 'ramah', 'sama', 'masih', 'ada', 'beberapa', 'sampah', 'yg', 'berserakan', 'dipantainya'];['pantainya', 'sih', 'bagus', 'cuma', 'pengelolanya', 'kurang', 'ramah', 'sama', 'masih', 'ada', 'beberapa', 'sampah', 'yang', 'berserakan', 'dipantainya'];['pantainya', 'bagus', 'pengelolanya', 'ramah', 'sampah', 'berserakan', 'dipantainya'];['pantai', 'bagus', 'kelola', 'ramah', 'sampah', 'sera', 'pantai']
pantai sembilan;Netral;"pantai yang terletak di pulau gili genting..
ases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembaga.
biaya perahu 10.000 sekali berangkat.";pantai yang terletak di pulau gili genting ases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembaga biaya perahu sekali berangkat;['pantai', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting', 'ases', 'ke', 'pantai', 'sembilan', 'dengan', 'naik', 'perahu', 'dari', 'pelabuhan', 'tanjung', 'tembaga', 'biaya', 'perahu', 'sekali', 'berangkat'];['pantai', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting', 'ases', 'ke', 'pantai', 'sembilan', 'dengan', 'naik', 'perahu', 'dari', 'pelabuhan', 'tanjung', 'tembaga', 'biaya', 'perahu', 'sekali', 'berangkat'];['pantai', 'terletak', 'pulau', 'gili', 'genting', 'ases', 'pantai', 'sembilan', 'perahu', 'pelabuhan', 'tanjung', 'tembaga', 'biaya', 'perahu', 'berangkat'];['pantai', 'letak', 'pulau', 'gili', 'genting', 'ases', 'pantai', 'sembilan', 'perahu', 'labuh', 'tanjung', 'tembaga', 'biaya', 'perahu', 'berangkat']
pantai sembilan;Positif;"Karna tempat ini sangat tenang, tentram, damai, bersih, panorama pantai nya yg asri dan indah, airnya yg biru, wahananya jg pokoknya seru banget deh..
susah di ungkapin dengan kata-kata_ …";Karna tempat ini sangat tenang tentram damai bersih panorama pantai nya yg asri dan indah airnya yg biru wahananya jg pokoknya seru banget deh susah di ungkapin dengan kata kata;['karna', 'tempat', 'ini', 'sangat', 'tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'nya', 'yg', 'asri', 'dan', 'indah', 'airnya', 'yg', 'biru', 'wahananya', 'jg', 'pokoknya', 'seru', 'banget', 'deh', 'susah', 'di', 'ungkapin', 'dengan', 'kata', 'kata'];['karena', 'tempat', 'ini', 'sangat', 'tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'nya', 'yang', 'asri', 'dan', 'indah', 'airnya', 'yang', 'biru', 'wahananya', 'juga', 'pokoknya', 'seru', 'banget', 'deh', 'susah', 'di', 'ungkapkan', 'dengan', 'kata', 'kata'];['tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'asri', 'indah', 'airnya', 'biru', 'wahananya', 'pokoknya', 'seru', 'banget', 'deh', 'susah', 'ungkapkan'];['tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'asri', 'indah', 'air', 'biru', 'wahana', 'pokok', 'seru', 'banget', 'deh', 'susah', 'ungkap']
pantai sembilan;Positif;Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus;Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus;['pantainya', 'bagus', 'dan', 'bersih', 'sayang', 'masih', 'banyak', 'beberapa', 'tmpat', 'yg', 'seharusnya', 'perlu', 'di', 'poles', 'lagi', 'sehingga', 'wisatawan', 'yg', 'datang', 'bs', 'bertambah', 'terus'];['pantainya', 'bagus', 'dan', 'bersih', 'sayang', 'masih', 'banyak', 'beberapa', 'tmpat', 'yang', 'seharusnya', 'perlu', 'di', 'poles', 'lagi', 'sehingga', 'wisatawan', 'yang', 'datang', 'bisa', 'bertambah', 'terus'];['pantainya', 'bagus', 'bersih', 'sayang', 'tmpat', 'poles', 'wisatawan', 'bertambah'];['pantai', 'bagus', 'bersih', 'sayang', 'tmpat', 'poles', 'wisatawan', 'tambah']
pantai sembilan;Positif;Wisata yang terletak di pulau gili genting;Wisata yang terletak di pulau gili genting;['wisata', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting'];['wisata', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting'];['wisata', 'terletak', 'pulau', 'gili', 'genting'];['wisata', 'letak', 'pulau', 'gili', 'genting']
pantai sembilan;Positif;Mau kasih 5 bintang.... perjalanan kesananya ituloh... yang bikin sedih... ??.... kesana pas ombak tinggi sih...n agustus-januari... emang bukan bulan yang bagus.... …;Mau kasih bintang perjalanan kesananya ituloh yang bikin sedih kesana pas ombak tinggi sih n agustus januari emang bukan bulan yang bagus;['mau', 'kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'yang', 'bikin', 'sedih', 'kesana', 'pas', 'ombak', 'tinggi', 'sih', 'n', 'agustus', 'januari', 'emang', 'bukan', 'bulan', 'yang', 'bagus'];['mau', 'kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'yang', 'bikin', 'sedih', 'kesana', 'pas', 'ombak', 'tinggi', 'sih', 'n', 'agustus', 'januari', 'memang', 'bukan', 'bulan', 'yang', 'bagus'];['kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'sedih', 'kesana', 'pas', 'ombak', 'agustus', 'januari', 'bagus'];['kasih', 'bintang', 'jalan', 'kesana', 'ituloh', 'sedih', 'kesana', 'pas', 'ombak', 'agustus', 'januari', 'bagus']
pantai sembilan;Positif;Pantainya bersiiih banget. Fasilitas memadai untuk wisatawan. Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie.;Pantainya bersiiih banget Fasilitas memadai untuk wisatawan Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie;['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'untuk', 'wisatawan', 'dilengkapi', 'dengan', 'penginapan', 'dan', 'beberapa', 'spot', 'foto', 'buat', 'yang', 'suka', 'selfie'];['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'untuk', 'wisatawan', 'dilengkapi', 'dengan', 'penginapan', 'dan', 'beberapa', 'spot', 'foto', 'buat', 'yang', 'suka', 'selfie'];['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'wisatawan', 'dilengkapi', 'penginapan', 'spot', 'foto', 'suka', 'selfie'];['pantai', 'bersiiih', 'banget', 'fasilitas', 'pada', 'wisatawan', 'lengkap', 'inap', 'spot', 'foto', 'suka', 'selfie']
pantai sembilan;Positif;Pantai nya bagus, terdapat penginapan dari rumah kayu di pinggir pinggir pantai. Banyak spot spot yang disediakan di bentuk sedemikian rupa agar photoable.;Pantai nya bagus terdapat penginapan dari rumah kayu di pinggir pinggir pantai Banyak spot spot yang disediakan di bentuk sedemikian rupa agar photoable;['pantai', 'nya', 'bagus', 'terdapat', 'penginapan', 'dari', 'rumah', 'kayu', 'di', 'pinggir', 'pinggir', 'pantai', 'banyak', 'spot', 'spot', 'yang', 'disediakan', 'di', 'bentuk', 'sedemikian', 'rupa', 'agar', 'photoable'];['pantai', 'nya', 'bagus', 'terdapat', 'penginapan', 'dari', 'rumah', 'kayu', 'di', 'pinggir', 'pinggir', 'pantai', 'banyak', 'spot', 'spot', 'yang', 'disediakan', 'di', 'bentuk', 'sedemikian', 'rupa', 'agar', 'photoable'];['pantai', 'bagus', 'penginapan', 'rumah', 'kayu', 'pinggir', 'pinggir', 'pantai', 'spot', 'spot', 'disediakan', 'bentuk', 'rupa', 'photoable'];['pantai', 'bagus', 'inap', 'rumah', 'kayu', 'pinggir', 'pinggir', 'pantai', 'spot', 'spot', 'sedia', 'bentuk', 'rupa', 'photoable']
pantai sembilan;Positif;Lumayan menghilangkan penat dan beban pikiran;Lumayan menghilangkan penat dan beban pikiran;['lumayan', 'menghilangkan', 'penat', 'dan', 'beban', 'pikiran'];['lumayan', 'menghilangkan', 'penat', 'dan', 'beban', 'pikiran'];['lumayan', 'menghilangkan', 'penat', 'beban', 'pikiran'];['lumayan', 'hilang', 'penat', 'beban', 'pikir']
pantai sembilan;Positif;Pantai yg besih, Indah, pengen kesana lagi;Pantai yg besih Indah pengen kesana lagi;['pantai', 'yg', 'besih', 'indah', 'pengen', 'kesana', 'lagi'];['pantai', 'yang', 'besih', 'indah', 'pengin', 'kesana', 'lagi'];['pantai', 'besih', 'indah', 'pengin', 'kesana'];['pantai', 'besih', 'indah', 'pengin', 'kesana']
pantai sembilan;Negatif;Pantainya asyik dan bagus tapi puaanaasse pooll... Msh kurang tumbuhan pepohonan hijau. Semoga kedepan bs lbh baik lagi ?? …;Pantainya asyik dan bagus tapi puaanaasse pooll Msh kurang tumbuhan pepohonan hijau Semoga kedepan bs lbh baik lagi;['pantainya', 'asyik', 'dan', 'bagus', 'tapi', 'puaanaasse', 'pooll', 'msh', 'kurang', 'tumbuhan', 'pepohonan', 'hijau', 'semoga', 'kedepan', 'bs', 'lbh', 'baik', 'lagi'];['pantainya', 'asyik', 'dan', 'bagus', 'tapi', 'puaanaasse', 'pooll', 'masih', 'kurang', 'tumbuhan', 'pepohonan', 'hijau', 'semoga', 'kedepan', 'bisa', 'lebih', 'baik', 'lagi'];['pantainya', 'asyik', 'bagus', 'puaanaasse', 'pooll', 'tumbuhan', 'pepohonan', 'hijau', 'semoga', 'kedepan'];['pantai', 'asyik', 'bagus', 'puaanaasse', 'pooll', 'tumbuh', 'pohon', 'hijau', 'moga', 'depan']
pantai sembilan;Positif;"Bener"" memanjakan mata pemandangannya";Bener memanjakan mata pemandangannya;['bener', 'memanjakan', 'mata', 'pemandangannya'];['benar', 'memanjakan', 'mata', 'pemandangannya'];['memanjakan', 'mata', 'pemandangannya'];['manja', 'mata', 'pandang']
pantai sembilan;Positif;"Baguss, CEO nya super ramah,, next time insyaallah berkunjung lagi..
Terimakasih pak SUTLAN ???? …";Baguss CEO nya super ramah next time insyaallah berkunjung lagi Terimakasih pak SUTLAN;['baguss', 'ceo', 'nya', 'super', 'ramah', 'next', 'time', 'insyaallah', 'berkunjung', 'lagi', 'terimakasih', 'pak', 'sutlan'];['bagus', 'ceo', 'nya', 'super', 'ramah', 'next', 'time', 'insyaallah', 'berkunjung', 'lagi', 'terimakasih', 'pak', 'sutlan'];['bagus', 'ceo', 'super', 'ramah', 'next', 'time', 'insyaallah', 'berkunjung', 'terimakasih', 'sutlan'];['bagus', 'ceo', 'super', 'ramah', 'next', 'time', 'insyaallah', 'kunjung', 'terimakasih', 'sutlan']
pantai sembilan;Positif;Pantai bersih , snorkling enak;Pantai bersih snorkling enak;['pantai', 'bersih', 'snorkling', 'enak'];['pantai', 'bersih', 'snorkling', 'enak'];['pantai', 'bersih', 'snorkling', 'enak'];['pantai', 'bersih', 'snorkling', 'enak']
pantai sembilan;Positif;Tempatnya sangat nyaman dan bersih, enak buat sport camping atau honeymoon;Tempatnya sangat nyaman dan bersih enak buat sport camping atau honeymoon;['tempatnya', 'sangat', 'nyaman', 'dan', 'bersih', 'enak', 'buat', 'sport', 'camping', 'atau', 'honeymoon'];['tempatnya', 'sangat', 'nyaman', 'dan', 'bersih', 'enak', 'buat', 'sport', 'camping', 'atau', 'honeymoon'];['tempatnya', 'nyaman', 'bersih', 'enak', 'sport', 'camping', 'honeymoon'];['tempat', 'nyaman', 'bersih', 'enak', 'sport', 'camping', 'honeymoon']
pantai sembilan;Positif;Pantai yang cantik dan bersih;Pantai yang cantik dan bersih;['pantai', 'yang', 'cantik', 'dan', 'bersih'];['pantai', 'yang', 'cantik', 'dan', 'bersih'];['pantai', 'cantik', 'bersih'];['pantai', 'cantik', 'bersih']
pantai sembilan;Positif;Tempat wisata yang menyajikan spot2 foto keren dan banyak pilihan penginapannya, ada juga wahana air seperti Banana boats;Tempat wisata yang menyajikan spot foto keren dan banyak pilihan penginapannya ada juga wahana air seperti Banana boats;['tempat', 'wisata', 'yang', 'menyajikan', 'spot', 'foto', 'keren', 'dan', 'banyak', 'pilihan', 'penginapannya', 'ada', 'juga', 'wahana', 'air', 'seperti', 'banana', 'boats'];['tempat', 'wisata', 'yang', 'menyajikan', 'spot', 'foto', 'keren', 'dan', 'banyak', 'pilihan', 'penginapannya', 'ada', 'juga', 'wahana', 'air', 'seperti', 'banana', 'boats'];['wisata', 'menyajikan', 'spot', 'foto', 'keren', 'pilihan', 'penginapannya', 'wahana', 'air', 'banana', 'boats'];['wisata', 'saji', 'spot', 'foto', 'keren', 'pilih', 'inap', 'wahana', 'air', 'banana', 'boats']
pantai sembilan;Positif;Cocok buat bulan madu. Kek surga yang di rindukan.;Cocok buat bulan madu Kek surga yang di rindukan;['cocok', 'buat', 'bulan', 'madu', 'kek', 'surga', 'yang', 'di', 'rindukan'];['cocok', 'buat', 'bulan', 'madu', 'kayak', 'surga', 'yang', 'di', 'rindukan'];['cocok', 'madu', 'kayak', 'surga', 'rindukan'];['cocok', 'madu', 'kayak', 'surga', 'rindu']
pantai sembilan;Negatif;Tempatnya sangat indah. Hanya saja tidak ada alat transportasi dari pelabuhan menuju tempat ini. Minimal Becak / yg lainnya karna tempatnya sangat panas. Saran kalau mau kesini sore hari.;Tempatnya sangat indah Hanya saja tidak ada alat transportasi dari pelabuhan menuju tempat ini Minimal Becak yg lainnya karna tempatnya sangat panas Saran kalau mau kesini sore hari;['tempatnya', 'sangat', 'indah', 'hanya', 'saja', 'tidak', 'ada', 'alat', 'transportasi', 'dari', 'pelabuhan', 'menuju', 'tempat', 'ini', 'minimal', 'becak', 'yg', 'lainnya', 'karna', 'tempatnya', 'sangat', 'panas', 'saran', 'kalau', 'mau', 'kesini', 'sore', 'hari'];['tempatnya', 'sangat', 'indah', 'hanya', 'saja', 'tidak', 'ada', 'alat', 'transportasi', 'dari', 'pelabuhan', 'menuju', 'tempat', 'ini', 'minimal', 'becak', 'yang', 'lainnya', 'karena', 'tempatnya', 'sangat', 'panas', 'saran', 'kalau', 'mau', 'kesini', 'sore', 'hari'];['tempatnya', 'indah', 'alat', 'transportasi', 'pelabuhan', 'minimal', 'becak', 'tempatnya', 'panas', 'saran', 'kesini', 'sore'];['tempat', 'indah', 'alat', 'transportasi', 'labuh', 'minimal', 'becak', 'tempat', 'panas', 'saran', 'kesini', 'sore']
pantai sembilan;Positif;Lautx masih alami bersih;Lautx masih alami bersih;['lautx', 'masih', 'alami', 'bersih'];['lautx', 'masih', 'alami', 'bersih'];['lautx', 'alami', 'bersih'];['lautx', 'alami', 'bersih']
pantai sembilan;Positif;Tempat yang bagus dan sangat direkomendasikan...;Tempat yang bagus dan sangat direkomendasikan;['tempat', 'yang', 'bagus', 'dan', 'sangat', 'direkomendasikan'];['tempat', 'yang', 'bagus', 'dan', 'sangat', 'direkomendasikan'];['bagus', 'direkomendasikan'];['bagus', 'rekomendasi']
pantai sembilan;Negatif;Kalo menurut gw sih bagus,tapi kurang istimewa.hehhe;Kalo menurut gw sih bagus tapi kurang istimewa hehhe;['kalo', 'menurut', 'gw', 'sih', 'bagus', 'tapi', 'kurang', 'istimewa', 'hehhe'];['kalo', 'menurut', 'gue', 'sih', 'bagus', 'tapi', 'kurang', 'istimewa', 'hehhe'];['gue', 'bagus', 'istimewa', 'hehhe'];['gue', 'bagus', 'istimewa', 'hehhe']
pantai sembilan;Positif;Tempatnya lumayan bagus, ada toilet, mudah di jamah, sinyal XL kenceng dan 4G (gak tau yang lain), karena waktu itu mendung jadi sepoi sepoi asik gitu;Tempatnya lumayan bagus ada toilet mudah di jamah sinyal XL kenceng dan G gak tau yang lain karena waktu itu mendung jadi sepoi sepoi asik gitu;['tempatnya', 'lumayan', 'bagus', 'ada', 'toilet', 'mudah', 'di', 'jamah', 'sinyal', 'xl', 'kenceng', 'dan', 'g', 'gak', 'tau', 'yang', 'lain', 'karena', 'waktu', 'itu', 'mendung', 'jadi', 'sepoi', 'sepoi', 'asik', 'gitu'];['tempatnya', 'lumayan', 'bagus', 'ada', 'toilet', 'mudah', 'di', 'jamah', 'sinyal', 'xl', 'kencang', 'dan', 'enggak', 'enggak', 'tau', 'yang', 'lain', 'karena', 'waktu', 'itu', 'mendung', 'jadi', 'sepoi', 'sepoi', 'asik', 'begitu'];['tempatnya', 'lumayan', 'bagus', 'toilet', 'mudah', 'jamah', 'sinyal', 'xl', 'kencang', 'mendung', 'sepoi', 'sepoi', 'asik'];['tempat', 'lumayan', 'bagus', 'toilet', 'mudah', 'jamah', 'sinyal', 'xl', 'kencang', 'mendung', 'sepoi', 'sepoi', 'asik']
pantai sembilan;Positif;Akses ke sana mudah dan murah, suasana bikin betah.;Akses ke sana mudah dan murah suasana bikin betah;['akses', 'ke', 'sana', 'mudah', 'dan', 'murah', 'suasana', 'bikin', 'betah'];['akses', 'ke', 'sana', 'mudah', 'dan', 'murah', 'suasana', 'bikin', 'betah'];['akses', 'mudah', 'murah', 'suasana', 'betah'];['akses', 'mudah', 'murah', 'suasana', 'betah']
pantai sembilan;Positif;Visit Sumenep.... Banyak pulau2 keren...???? …;Visit Sumenep Banyak pulau keren;['visit', 'sumenep', 'banyak', 'pulau', 'keren'];['visit', 'sumenep', 'banyak', 'pulau', 'keren'];['visit', 'sumenep', 'pulau', 'keren'];['visit', 'sumenep', 'pulau', 'keren']
pantai sembilan;Positif;Pasir putih, air jernih, penduduk yg ramah ?? …;Pasir putih air jernih penduduk yg ramah;['pasir', 'putih', 'air', 'jernih', 'penduduk', 'yg', 'ramah'];['pasir', 'putih', 'air', 'jernih', 'penduduk', 'yang', 'ramah'];['pasir', 'putih', 'air', 'jernih', 'penduduk', 'ramah'];['pasir', 'putih', 'air', 'jernih', 'duduk', 'ramah']
pantai sembilan;Positif;beautiful beach.. panas nya terik matahari sebanding dengan indahnya pantai sembilan (gili genting). selain menikmati suasana alam, bisa juga bermain banana boat..;beautiful beach panas nya terik matahari sebanding dengan indahnya pantai sembilan gili genting selain menikmati suasana alam bisa juga bermain banana boat;['beautiful', 'beach', 'panas', 'nya', 'terik', 'matahari', 'sebanding', 'dengan', 'indahnya', 'pantai', 'sembilan', 'gili', 'genting', 'selain', 'menikmati', 'suasana', 'alam', 'bisa', 'juga', 'bermain', 'banana', 'boat'];['beautiful', 'beach', 'panas', 'nya', 'terik', 'matahari', 'sebanding', 'dengan', 'indahnya', 'pantai', 'sembilan', 'gili', 'genting', 'selain', 'menikmati', 'suasana', 'alam', 'bisa', 'juga', 'bermain', 'banana', 'boat'];['beautiful', 'beach', 'panas', 'terik', 'matahari', 'sebanding', 'indahnya', 'pantai', 'sembilan', 'gili', 'genting', 'menikmati', 'suasana', 'alam', 'bermain', 'banana', 'boat'];['beautiful', 'beach', 'panas', 'terik', 'matahari', 'banding', 'indah', 'pantai', 'sembilan', 'gili', 'genting', 'nikmat', 'suasana', 'alam', 'main', 'banana', 'boat']
pantai sembilan;Positif;Bagus hanya saja kurang bersih;Bagus hanya saja kurang bersih;['bagus', 'hanya', 'saja', 'kurang', 'bersih'];['bagus', 'hanya', 'saja', 'kurang', 'bersih'];['bagus', 'bersih'];['bagus', 'bersih']
pantai sembilan;Negatif;Di perbaiki lagi. Terutama transportasi tongkangnya.. Mohon jangan mahal. Krna.klw bisa ongkosnya jangan pulang pergi. Cukup pas berangkatnya aja. Karna wisatawan di bebani parkir dan tiket masuk.;Di perbaiki lagi Terutama transportasi tongkangnya Mohon jangan mahal Krna klw bisa ongkosnya jangan pulang pergi Cukup pas berangkatnya aja Karna wisatawan di bebani parkir dan tiket masuk;['di', 'perbaiki', 'lagi', 'terutama', 'transportasi', 'tongkangnya', 'mohon', 'jangan', 'mahal', 'krna', 'klw', 'bisa', 'ongkosnya', 'jangan', 'pulang', 'pergi', 'cukup', 'pas', 'berangkatnya', 'aja', 'karna', 'wisatawan', 'di', 'bebani', 'parkir', 'dan', 'tiket', 'masuk'];['di', 'perbaiki', 'lagi', 'terutama', 'transportasi', 'tongkangnya', 'mohon', 'jangan', 'mahal', 'karena', 'kalau', 'bisa', 'ongkosnya', 'jangan', 'pulang', 'pergi', 'cukup', 'pas', 'berangkatnya', 'saja', 'karena', 'wisatawan', 'di', 'bebani', 'parkir', 'dan', 'tiket', 'masuk'];['perbaiki', 'transportasi', 'tongkangnya', 'mohon', 'mahal', 'ongkosnya', 'pulang', 'pergi', 'pas', 'berangkatnya', 'wisatawan', 'bebani', 'parkir', 'tiket', 'masuk'];['baik', 'transportasi', 'tongkang', 'mohon', 'mahal', 'ongkos', 'pulang', 'pergi', 'pas', 'berangkat', 'wisatawan', 'beban', 'parkir', 'tiket', 'masuk']
