;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
4168;4211;Pantai Lombang;Positif;"Dari kota perjalanan sekitar 1jam an.
Jalan menuju kesana sudah bagus tidak seperti dulu banyak lubang.
Pantai luas, bersih dan banyak fasilitas umum.
Sayang waktu kesana air laut keruh.";['dari', 'kota', 'perjalanan', 'sekitar', '1jam', 'an', 'jalan', 'menuju', 'kesana', 'sudah', 'bagus', 'tidak', 'seperti', 'dulu', 'banyak', 'lubang', 'pantai', 'luas', 'bersih', 'dan', 'banyak', 'fasilitas', 'umum', 'sayang', 'waktu', 'kesana', 'air', 'laut', 'keruh'];['dari', 'kota', 'perjalanan', 'sekitar', 'jam', 'an', 'jalan', 'menuju', 'kesana', 'sudah', 'bagus', 'tidak', 'seperti', 'dulu', 'banyak', 'lubang', 'pantai', 'luas', 'bersih', 'dan', 'banyak', 'fasilitas', 'umum', 'sayang', 'waktu', 'kesana', 'air', 'laut', 'keruh'];['dari', 'kota', 'perjalanan', 'sekitar', 'jam', 'an', 'jalan', 'menuju', 'kesana', 'sudah', 'bagus', 'tidak', 'seperti', 'dulu', 'banyak', 'lubang', 'pantai', 'luas', 'bersih', 'dan', 'banyak', 'fasilitas', 'umum', 'sayang', 'waktu', 'kesana', 'air', 'laut', 'keruh'];['kota', 'perjalanan', 'jam', 'an', 'jalan', 'kesana', 'bagus', 'lubang', 'pantai', 'luas', 'bersih', 'fasilitas', 'sayang', 'kesana', 'air', 'laut', 'keruh'];['kota', 'jalan', 'jam', 'an', 'jalan', 'kesana', 'bagus', 'lubang', 'pantai', 'luas', 'bersih', 'fasilitas', 'sayang', 'kesana', 'air', 'laut', 'keruh']
4169;4212;Pantai Lombang;Positif;"Ada hutan cemara udang, bikin sejuk, dan rindang.
Sehingga bisa tidak kepanasan saat matahari terik-teriknya, siang hari. …";['ada', 'hutan', 'cemara', 'udang', 'bikin', 'sejuk', 'dan', 'rindang', 'sehingga', 'bisa', 'tidak', 'kepanasan', 'saat', 'matahari', 'terikteriknya', 'siang', 'hari', '…'];['ada', 'hutan', 'cemara', 'udang', 'bikin', 'sejuk', 'dan', 'rindang', 'sehingga', 'bisa', 'tidak', 'kepanasan', 'saat', 'matahari', 'terikteriknya', 'siang', 'hari', ''];['ada', 'hutan', 'cemara', 'udang', 'bikin', 'sejuk', 'dan', 'rindang', 'sehingga', 'bisa', 'tidak', 'kepanasan', 'saat', 'matahari', 'terikteriknya', 'siang', 'hari', ''];['hutan', 'cemara', 'udang', 'sejuk', 'rindang', 'kepanasan', 'matahari', 'terikteriknya', 'siang', ''];['hutan', 'cemara', 'udang', 'sejuk', 'rindang', 'panas', 'matahari', 'terikteriknya', 'siang', '']
4170;4213;Pantai Lombang;Negatif;Sebenarnya pantainya bagus, cuma kurang terawat. Dan kurangnya fasilitas umum;['sebenarnya', 'pantainya', 'bagus', 'cuma', 'kurang', 'terawat', 'dan', 'kurangnya', 'fasilitas', 'umum'];['sebenarnya', 'pantainya', 'bagus', 'cuma', 'kurang', 'terawat', 'dan', 'kurangnya', 'fasilitas', 'umum'];['sebenarnya', 'pantainya', 'bagus', 'cuma', 'kurang', 'terawat', 'dan', 'kurangnya', 'fasilitas', 'umum'];['pantainya', 'bagus', 'terawat', 'kurangnya', 'fasilitas'];['pantai', 'bagus', 'awat', 'kurang', 'fasilitas']
4171;4214;Pantai Lombang;Positif;Pantai yg dari dulu sudah ada setelah pantai slopeng pantai yg asri sejuk nyaman hamparan pasir putih yg mempesona dgn suara kicauan burung angin laut yg semilir ombak yg menarik pohon cemara udang yg sangat indah😍😍✨✨ …;['pantai', 'yg', 'dari', 'dulu', 'sudah', 'ada', 'setelah', 'pantai', 'slopeng', 'pantai', 'yg', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'yg', 'mempesona', 'dgn', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'yg', 'semilir', 'ombak', 'yg', 'menarik', 'pohon', 'cemara', 'udang', 'yg', 'sangat', 'indah😍😍✨✨', '…'];['pantai', 'yg', 'dari', 'dulu', 'sudah', 'ada', 'setelah', 'pantai', 'slopeng', 'pantai', 'yg', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'yg', 'mempesona', 'dgn', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'yg', 'semilir', 'ombak', 'yg', 'menarik', 'pohon', 'cemara', 'udang', 'yg', 'sangat', 'indah', ''];['pantai', 'yang', 'dari', 'dulu', 'sudah', 'ada', 'setelah', 'pantai', 'slopeng', 'pantai', 'yang', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'yang', 'mempesona', 'dengan', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'yang', 'semilir', 'ombak', 'yang', 'menarik', 'pohon', 'cemara', 'udang', 'yang', 'sangat', 'indah', ''];['pantai', 'pantai', 'slopeng', 'pantai', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'mempesona', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'semilir', 'ombak', 'menarik', 'pohon', 'cemara', 'udang', 'indah', ''];['pantai', 'pantai', 'slopeng', 'pantai', 'asri', 'sejuk', 'nyaman', 'hampar', 'pasir', 'putih', 'pesona', 'suara', 'kicau', 'burung', 'angin', 'laut', 'milir', 'ombak', 'tarik', 'pohon', 'cemara', 'udang', 'indah', '']
4172;4215;Pantai Lombang;Negatif;Puas banget main di pantai lombang. Pasirnya putih, pemandangannya bagus. Gak kalah sm di bali, makanannya murah dan enak juga. Tempatnya agak kotor sedikit tp masih wajar, mgkn krn masih agak sepi. Yg penting kamar mandinya udh ada yg bersih dan gak bau. Jd klo mw bilas tetap nyaman. Sayang di kamar mandinya tidak ada lampunya.;['puas', 'banget', 'main', 'di', 'pantai', 'lombang', 'pasirnya', 'putih', 'pemandangannya', 'bagus', 'gak', 'kalah', 'sm', 'di', 'bali', 'makanannya', 'murah', 'dan', 'enak', 'juga', 'tempatnya', 'agak', 'kotor', 'sedikit', 'tp', 'masih', 'wajar', 'mgkn', 'krn', 'masih', 'agak', 'sepi', 'yg', 'penting', 'kamar', 'mandinya', 'udh', 'ada', 'yg', 'bersih', 'dan', 'gak', 'bau', 'jd', 'klo', 'mw', 'bilas', 'tetap', 'nyaman', 'sayang', 'di', 'kamar', 'mandinya', 'tidak', 'ada', 'lampunya'];['puas', 'banget', 'main', 'di', 'pantai', 'lombang', 'pasirnya', 'putih', 'pemandangannya', 'bagus', 'gak', 'kalah', 'sm', 'di', 'bali', 'makanannya', 'murah', 'dan', 'enak', 'juga', 'tempatnya', 'agak', 'kotor', 'sedikit', 'tp', 'masih', 'wajar', 'mgkn', 'krn', 'masih', 'agak', 'sepi', 'yg', 'penting', 'kamar', 'mandinya', 'udh', 'ada', 'yg', 'bersih', 'dan', 'gak', 'bau', 'jd', 'klo', 'mw', 'bilas', 'tetap', 'nyaman', 'sayang', 'di', 'kamar', 'mandinya', 'tidak', 'ada', 'lampunya'];['puas', 'banget', 'main', 'di', 'pantai', 'lombang', 'pasirnya', 'putih', 'pemandangannya', 'bagus', 'enggak', 'kalah', 'sama', 'di', 'bali', 'makanannya', 'murah', 'dan', 'enak', 'juga', 'tempatnya', 'agak', 'kotor', 'sedikit', 'tapi', 'masih', 'wajar', 'mungkin', 'karena', 'masih', 'agak', 'sepi', 'yang', 'penting', 'kamar', 'mandinya', 'sudah', 'ada', 'yang', 'bersih', 'dan', 'enggak', 'bau', 'jadi', 'kalo', 'mau', 'bilas', 'tetap', 'nyaman', 'sayang', 'di', 'kamar', 'mandinya', 'tidak', 'ada', 'lampunya'];['puas', 'banget', 'main', 'pantai', 'lombang', 'pasirnya', 'putih', 'pemandangannya', 'bagus', 'kalah', 'bali', 'makanannya', 'murah', 'enak', 'tempatnya', 'kotor', 'wajar', 'sepi', 'kamar', 'mandinya', 'bersih', 'bau', 'bilas', 'nyaman', 'sayang', 'kamar', 'mandinya', 'lampunya'];['puas', 'banget', 'main', 'pantai', 'lombang', 'pasir', 'putih', 'pandang', 'bagus', 'kalah', 'bal', 'makan', 'murah', 'enak', 'tempat', 'kotor', 'wajar', 'sepi', 'kamar', 'mandi', 'bersih', 'bau', 'bilas', 'nyaman', 'sayang', 'kamar', 'mandi', 'lampu']
4173;4216;Pantai Lombang;Negatif;Kondisi pantai lumayan bersih, banyak tempat untuk bersantai, namun agak kurang terawat. Terdapat sedikit area bermain anak, terdapat banyak penjual makanan dengan harga yang terjangkau. Saya saranka untuk mencoba rujak disana, karwna …;['kondisi', 'pantai', 'lumayan', 'bersih', 'banyak', 'tempat', 'untuk', 'bersantai', 'namun', 'agak', 'kurang', 'terawat', 'terdapat', 'sedikit', 'area', 'bermain', 'anak', 'terdapat', 'banyak', 'penjual', 'makanan', 'dengan', 'harga', 'yang', 'terjangkau', 'saya', 'saranka', 'untuk', 'mencoba', 'rujak', 'disana', 'karwna', '…'];['kondisi', 'pantai', 'lumayan', 'bersih', 'banyak', 'tempat', 'untuk', 'bersantai', 'namun', 'agak', 'kurang', 'terawat', 'terdapat', 'sedikit', 'area', 'bermain', 'anak', 'terdapat', 'banyak', 'penjual', 'makanan', 'dengan', 'harga', 'yang', 'terjangkau', 'saya', 'saranka', 'untuk', 'mencoba', 'rujak', 'disana', 'karwna', ''];['kondisi', 'pantai', 'lumayan', 'bersih', 'banyak', 'tempat', 'untuk', 'bersantai', 'namun', 'agak', 'kurang', 'terawat', 'terdapat', 'sedikit', 'area', 'bermain', 'anak', 'terdapat', 'banyak', 'penjual', 'makanan', 'dengan', 'harga', 'yang', 'terjangkau', 'saya', 'saranka', 'untuk', 'mencoba', 'rujak', 'disana', 'karwna', ''];['kondisi', 'pantai', 'lumayan', 'bersih', 'bersantai', 'terawat', 'area', 'bermain', 'anak', 'penjual', 'makanan', 'harga', 'terjangkau', 'saranka', 'mencoba', 'rujak', 'disana', 'karwna', ''];['kondisi', 'pantai', 'lumayan', 'bersih', 'santa', 'awat', 'area', 'main', 'anak', 'jual', 'makan', 'harga', 'jangkau', 'saranka', 'coba', 'rujak', 'sana', 'karwna', '']
4174;4217;Pantai Lombang;Positif;Pantai yang sangat bagus dan rindang. Dengan cemara udang yang khas. Bak pantai di Yogyakarta. Ini destinasi wisata yang bagus di madura. Belum ada pantai di madura yg seperti pantai lombang. Besar harapan saya pemkab mengelola dengan baik …;['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yg', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik', '…'];['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yg', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik', ''];['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', 'dengan', 'cemara', 'udang', 'yang', 'khas', 'bak', 'pantai', 'di', 'yogyakarta', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', 'belum', 'ada', 'pantai', 'di', 'madura', 'yang', 'seperti', 'pantai', 'lombang', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik', ''];['pantai', 'bagus', 'rindang', 'cemara', 'udang', 'khas', 'bak', 'pantai', 'yogyakarta', 'destinasi', 'wisata', 'bagus', 'madura', 'pantai', 'madura', 'pantai', 'lombang', 'harapan', 'pemkab', 'mengelola', ''];['pantai', 'bagus', 'rindang', 'cemara', 'udang', 'khas', 'bak', 'pantai', 'yogyakarta', 'destinasi', 'wisata', 'bagus', 'madura', 'pantai', 'madura', 'pantai', 'lombang', 'harap', 'pemkab', 'kelola', '']
4175;4218;Pantai Lombang;Positif;Pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan;['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan'];['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan'];['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'untuk', 'bejemur', 'badan'];['pantainya', 'bersih', 'pasirnya', 'lembut', 'bejemur', 'badan'];['pantai', 'bersih', 'pasir', 'lembut', 'bejemur', 'badan']
4176;4219;Pantai Lombang;Positif;Jauh jauh ke pantai Lombang,ternyata tutup 😭😭😭, haduch eman banget …;['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', '😭😭😭', 'haduch', 'eman', 'banget', '…'];['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', '', 'haduch', 'eman', 'banget', ''];['jauh', 'jauh', 'ke', 'pantai', 'lombangternyata', 'tutup', '', 'haduch', 'eman', 'banget', ''];['pantai', 'lombangternyata', 'tutup', '', 'haduch', 'eman', 'banget', ''];['pantai', 'lombangternyata', 'tutup', '', 'haduch', 'eman', 'banget', '']
4177;4220;Pantai Lombang;Negatif;Jalan masuknya tolong di perbaiki ya,,dan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama;['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama'];['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama'];['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'yadan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama'];['jalan', 'masuknya', 'tolong', 'perbaiki', 'yadan', 'toiletnya', 'sulit', 'cari', 'toilet', 'pas', 'sore'];['jalan', 'masuk', 'tolong', 'baik', 'yad', 'toilet', 'sulit', 'cari', 'toilet', 'pas', 'sore']
4178;4221;Pantai Lombang;Positif;Tempat yang cocok untuk liburan bersama keluarga.;['tempat', 'yang', 'cocok', 'untuk', 'liburan', 'bersama', 'keluarga'];['tempat', 'yang', 'cocok', 'untuk', 'liburan', 'bersama', 'keluarga'];['tempat', 'yang', 'cocok', 'untuk', 'liburan', 'bersama', 'keluarga'];['cocok', 'liburan', 'keluarga'];['cocok', 'libur', 'keluarga']
4179;4222;Pantai Lombang;Positif;Pantai yg sll menawarkan keindahan alami;['pantai', 'yg', 'sll', 'menawarkan', 'keindahan', 'alami'];['pantai', 'yg', 'sll', 'menawarkan', 'keindahan', 'alami'];['pantai', 'yang', 'selalu', 'menawarkan', 'keindahan', 'alami'];['pantai', 'menawarkan', 'keindahan', 'alami'];['pantai', 'tawar', 'indah', 'alami']
4180;4223;Pantai Lombang;Positif;"Lumayan buat istirahat
Pas di sana msh banyak yg di renovasi lagi tempatnya";['lumayan', 'buat', 'istirahat', 'pas', 'di', 'sana', 'msh', 'banyak', 'yg', 'di', 'renovasi', 'lagi', 'tempatnya'];['lumayan', 'buat', 'istirahat', 'pas', 'di', 'sana', 'msh', 'banyak', 'yg', 'di', 'renovasi', 'lagi', 'tempatnya'];['lumayan', 'buat', 'istirahat', 'pas', 'di', 'sana', 'masih', 'banyak', 'yang', 'di', 'renovasi', 'lagi', 'tempatnya'];['lumayan', 'istirahat', 'pas', 'renovasi', 'tempatnya'];['lumayan', 'istirahat', 'pas', 'renovasi', 'tempat']
4181;4224;Pantai Lombang;Negatif;Menuju spot pantai agak lumayan jauh dari gate masuk. Ada beberapa penjual makanan di dalam. Semoga kebersihan lingkungan sekitar pantai bisa tingkatkan lagi supaya makin banyak pengunjung.;['menuju', 'spot', 'pantai', 'agak', 'lumayan', 'jauh', 'dari', 'gate', 'masuk', 'ada', 'beberapa', 'penjual', 'makanan', 'di', 'dalam', 'semoga', 'kebersihan', 'lingkungan', 'sekitar', 'pantai', 'bisa', 'tingkatkan', 'lagi', 'supaya', 'makin', 'banyak', 'pengunjung'];['menuju', 'spot', 'pantai', 'agak', 'lumayan', 'jauh', 'dari', 'gate', 'masuk', 'ada', 'beberapa', 'penjual', 'makanan', 'di', 'dalam', 'semoga', 'kebersihan', 'lingkungan', 'sekitar', 'pantai', 'bisa', 'tingkatkan', 'lagi', 'supaya', 'makin', 'banyak', 'pengunjung'];['menuju', 'spot', 'pantai', 'agak', 'lumayan', 'jauh', 'dari', 'gate', 'masuk', 'ada', 'beberapa', 'penjual', 'makanan', 'di', 'dalam', 'semoga', 'kebersihan', 'lingkungan', 'sekitar', 'pantai', 'bisa', 'tingkatkan', 'lagi', 'supaya', 'makin', 'banyak', 'pengunjung'];['spot', 'pantai', 'lumayan', 'gate', 'masuk', 'penjual', 'makanan', 'semoga', 'kebersihan', 'lingkungan', 'pantai', 'tingkatkan', 'pengunjung'];['spot', 'pantai', 'lumayan', 'gate', 'masuk', 'jual', 'makan', 'moga', 'bersih', 'lingkung', 'pantai', 'tingkat', 'unjung']
4182;4225;Pantai Lombang;Positif;Lebih bersih, ada spot fotonya juga, dan yang paling disuka rindang sih, kl untuk makanan banyak yang jual;['lebih', 'bersih', 'ada', 'spot', 'fotonya', 'juga', 'dan', 'yang', 'paling', 'disuka', 'rindang', 'sih', 'kl', 'untuk', 'makanan', 'banyak', 'yang', 'jual'];['lebih', 'bersih', 'ada', 'spot', 'fotonya', 'juga', 'dan', 'yang', 'paling', 'disuka', 'rindang', 'sih', 'kl', 'untuk', 'makanan', 'banyak', 'yang', 'jual'];['lebih', 'bersih', 'ada', 'spot', 'fotonya', 'juga', 'dan', 'yang', 'paling', 'disuka', 'rindang', 'sih', 'kalo', 'untuk', 'makanan', 'banyak', 'yang', 'jual'];['bersih', 'spot', 'fotonya', 'disuka', 'rindang', 'makanan', 'jual'];['bersih', 'spot', 'foto', 'suka', 'rindang', 'makan', 'jual']
4183;4226;Pantai Lombang;Positif;Tempat bagus bersih ciri khasnya banyak pohon cemara;['tempat', 'bagus', 'bersih', 'ciri', 'khasnya', 'banyak', 'pohon', 'cemara'];['tempat', 'bagus', 'bersih', 'ciri', 'khasnya', 'banyak', 'pohon', 'cemara'];['tempat', 'bagus', 'bersih', 'ciri', 'khasnya', 'banyak', 'pohon', 'cemara'];['bagus', 'bersih', 'ciri', 'khasnya', 'pohon', 'cemara'];['bagus', 'bersih', 'ciri', 'khas', 'pohon', 'cemara']
4184;4227;Pantai Lombang;Negatif;Pantainya keren, trus view nya lumayan bagus, tp ombaknya ngerii, jdi jngn terlalu ke tengah😁 …;['pantainya', 'keren', 'trus', 'view', 'nya', 'lumayan', 'bagus', 'tp', 'ombaknya', 'ngerii', 'jdi', 'jngn', 'terlalu', 'ke', 'tengah😁', '…'];['pantainya', 'keren', 'trus', 'view', 'nya', 'lumayan', 'bagus', 'tp', 'ombaknya', 'ngerii', 'jdi', 'jngn', 'terlalu', 'ke', 'tengah', ''];['pantainya', 'keren', 'terus', 'view', 'nya', 'lumayan', 'bagus', 'tapi', 'ombaknya', 'ngeri', 'jadi', 'jangan', 'terlalu', 'ke', 'tengah', ''];['pantainya', 'keren', 'view', 'lumayan', 'bagus', 'ombaknya', 'ngeri', ''];['pantai', 'keren', 'view', 'lumayan', 'bagus', 'ombak', 'ngeri', '']
4185;4228;Pantai Lombang;Positif;Pasirnya halus, cocok bagi pecinta bonsai khusus cemara udang;['pasirnya', 'halus', 'cocok', 'bagi', 'pecinta', 'bonsai', 'khusus', 'cemara', 'udang'];['pasirnya', 'halus', 'cocok', 'bagi', 'pecinta', 'bonsai', 'khusus', 'cemara', 'udang'];['pasirnya', 'halus', 'cocok', 'bagi', 'pecinta', 'bonsai', 'khusus', 'cemara', 'udang'];['pasirnya', 'halus', 'cocok', 'pecinta', 'bonsai', 'khusus', 'cemara', 'udang'];['pasir', 'halus', 'cocok', 'cinta', 'bonsai', 'khusus', 'cemara', 'udang']
4186;4229;Pantai Lombang;Negatif;Oemandangannya bagus tapi sayangnya tidak ada tempat oenginapan;['oemandangannya', 'bagus', 'tapi', 'sayangnya', 'tidak', 'ada', 'tempat', 'oenginapan'];['oemandangannya', 'bagus', 'tapi', 'sayangnya', 'tidak', 'ada', 'tempat', 'oenginapan'];['oemandangannya', 'bagus', 'tapi', 'sayangnya', 'tidak', 'ada', 'tempat', 'oenginapan'];['oemandangannya', 'bagus', 'sayangnya', 'oenginapan'];['oemandangannya', 'bagus', 'sayang', 'oenginapan']
4187;4230;Pantai Lombang;Positif;Pantai yang sangat indah dan mempesona..🖒🖒🖒 …;['pantai', 'yang', 'sangat', 'indah', 'dan', 'mempesona🖒🖒🖒', '…'];['pantai', 'yang', 'sangat', 'indah', 'dan', 'mempesona', ''];['pantai', 'yang', 'sangat', 'indah', 'dan', 'mempesona', ''];['pantai', 'indah', 'mempesona', ''];['pantai', 'indah', 'pesona', '']
4188;4231;Pantai Lombang;Positif;Sangat bagus sekali pantainya😊😍😍😍 …;['sangat', 'bagus', 'sekali', 'pantainya😊😍😍😍', '…'];['sangat', 'bagus', 'sekali', 'pantainya', ''];['sangat', 'bagus', 'sekali', 'pantainya', ''];['bagus', 'pantainya', ''];['bagus', 'pantai', '']
4189;4232;Pantai Lombang;Netral;"Pantai lombang buka apa gak?
Selama hari raya
Mohon infonya";['pantai', 'lombang', 'buka', 'apa', 'gak', 'selama', 'hari', 'raya', 'mohon', 'infonya'];['pantai', 'lombang', 'buka', 'apa', 'gak', 'selama', 'hari', 'raya', 'mohon', 'infonya'];['pantai', 'lombang', 'buka', 'apa', 'enggak', 'selama', 'hari', 'raya', 'mohon', 'infonya'];['pantai', 'lombang', 'buka', 'raya', 'mohon', 'infonya'];['pantai', 'lombang', 'buka', 'raya', 'mohon', 'info']
4190;4233;Pantai Lombang;Netral;apakah masih ditutup atau sudah buka yah?;['apakah', 'masih', 'ditutup', 'atau', 'sudah', 'buka', 'yah'];['apakah', 'masih', 'ditutup', 'atau', 'sudah', 'buka', 'yah'];['apakah', 'masih', 'ditutup', 'atau', 'sudah', 'buka', 'ya'];['ditutup', 'buka'];['tutup', 'buka']
4191;4234;Pantai Lombang;Negatif;Di kasih pengumuman dong kalau tutup udah jauh2 kecewa;['di', 'kasih', 'pengumuman', 'dong', 'kalau', 'tutup', 'udah', 'jauh2', 'kecewa'];['di', 'kasih', 'pengumuman', 'dong', 'kalau', 'tutup', 'udah', 'jauh', 'kecewa'];['di', 'kasih', 'pengumuman', 'dong', 'kalau', 'tutup', 'sudah', 'jauh', 'kecewa'];['kasih', 'pengumuman', 'tutup', 'kecewa'];['kasih', 'umum', 'tutup', 'kecewa']
4192;4235;Pantai Lombang;Netral;Selama pandemi covid 19 pantai ini ditutup untuk umum;['selama', 'pandemi', 'covid', '19', 'pantai', 'ini', 'ditutup', 'untuk', 'umum'];['selama', 'pandemi', 'covid', '', 'pantai', 'ini', 'ditutup', 'untuk', 'umum'];['selama', 'pandemi', 'covid', '', 'pantai', 'ini', 'ditutup', 'untuk', 'umum'];['pandemi', 'covid', '', 'pantai', 'ditutup'];['pandemi', 'covid', '', 'pantai', 'tutup']
4193;4236;Pantai Lombang;Positif;Tempatnya Bagus;['tempatnya', 'bagus'];['tempatnya', 'bagus'];['tempatnya', 'bagus'];['tempatnya', 'bagus'];['tempat', 'bagus']
4194;4237;Pantai Lombang;Positif;Bagus banget... dingin tempatnya....;['bagus', 'banget', 'dingin', 'tempatnya'];['bagus', 'banget', 'dingin', 'tempatnya'];['bagus', 'banget', 'dingin', 'tempatnya'];['bagus', 'banget', 'dingin', 'tempatnya'];['bagus', 'banget', 'dingin', 'tempat']
4195;4238;Pantai Lombang;Netral;Wisata pantai pantura ujung timur madura.;['wisata', 'pantai', 'pantura', 'ujung', 'timur', 'madura'];['wisata', 'pantai', 'pantura', 'ujung', 'timur', 'madura'];['wisata', 'pantai', 'pantura', 'ujung', 'timur', 'madura'];['wisata', 'pantai', 'pantura', 'ujung', 'timur', 'madura'];['wisata', 'pantai', 'pantura', 'ujung', 'timur', 'madura']
4196;4239;Pantai Lombang;Positif;Keren banget pantainya 😍 …;['keren', 'banget', 'pantainya', '😍', '…'];['keren', 'banget', 'pantainya', '', ''];['keren', 'banget', 'pantainya', '', ''];['keren', 'banget', 'pantainya', '', ''];['keren', 'banget', 'pantai', '', '']
4197;4240;Pantai Lombang;Positif;Pantai sejuk dan nyaman;['pantai', 'sejuk', 'dan', 'nyaman'];['pantai', 'sejuk', 'dan', 'nyaman'];['pantai', 'sejuk', 'dan', 'nyaman'];['pantai', 'sejuk', 'nyaman'];['pantai', 'sejuk', 'nyaman']
4198;4241;Pantai Lombang;Positif;Mantab;['mantab'];['mantab'];['mantab'];['mantab'];['mantab']
4199;4242;Pantai Lombang;Netral;Info agustus 2021 apakah buka??;['info', 'agustus', '2021', 'apakah', 'buka'];['info', 'agustus', '', 'apakah', 'buka'];['info', 'agustus', '', 'apakah', 'buka'];['info', 'agustus', '', 'buka'];['info', 'agustus', '', 'buka']
4200;4243;Pantai Lombang;Positif;Apakah Pantai lombang buka ya;['apakah', 'pantai', 'lombang', 'buka', 'ya'];['apakah', 'pantai', 'lombang', 'buka', 'ya'];['apakah', 'pantai', 'lombang', 'buka', 'ya'];['pantai', 'lombang', 'buka'];['pantai', 'lombang', 'buka']
4201;4244;Pantai Lombang;Positif;Pantai Asri penuh cemara;['pantai', 'asri', 'penuh', 'cemara'];['pantai', 'asri', 'penuh', 'cemara'];['pantai', 'asri', 'penuh', 'cemara'];['pantai', 'asri', 'penuh', 'cemara'];['pantai', 'asri', 'penuh', 'cemara']
4202;4245;Pantai Lombang;Positif;Mantap...;['mantap'];['mantap'];['mantap'];['mantap'];['mantap']
4203;4246;Pantai Lombang;Positif;Tempatnya indah nan asri;['tempatnya', 'indah', 'nan', 'asri'];['tempatnya', 'indah', 'nan', 'asri'];['tempatnya', 'indah', 'nan', 'asri'];['tempatnya', 'indah', 'asri'];['tempat', 'indah', 'asri']
4204;4247;Pantai Lombang;Negatif;Toiletny dong ditambahin;['toiletny', 'dong', 'ditambahin'];['toiletny', 'dong', 'ditambahin'];['toiletny', 'dong', 'ditambahin'];['toiletny', 'ditambahin'];['toiletny', 'ditambahin']
4205;4248;Pantai Lombang;Positif;Mantap;['mantap'];['mantap'];['mantap'];['mantap'];['mantap']
4206;4249;Pantai Lombang;Positif;Kerennnn;['kerennnn'];['kerennnn'];['keren'];['keren'];['keren']
4207;4250;Pantai Lombang;Positif;rame;['rame'];['rame'];['rame'];['rame'];['rame']
4208;4251;Pantai Lombang;Netral;Rindu tempat ini;['rindu', 'tempat', 'ini'];['rindu', 'tempat', 'ini'];['rindu', 'tempat', 'ini'];['rindu'];['rindu']
4209;4252;Pantai Lombang;Positif;Mantap;['mantap'];['mantap'];['mantap'];['mantap'];['mantap']
4210;4253;Pantai Lombang;Positif;Rekomendasi;['rekomendasi'];['rekomendasi'];['rekomendasi'];['rekomendasi'];['rekomendasi']
