	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
10	10	dwi merak	setahun lalu	Positif	pantai sembilan	"Pantainya bagus dan lumayan bersih. Hanya sayangnya kurang luas.
Tiket masuk 15rb.
Tersedia tempat menginap 300rb (kamar mandi luar), 500rb (kamar mandi dalam)"	Pantainya bagus dan lumayan bersih Hanya sayangnya kurang luasTiket masuk rbTersedia tempat menginap rb kamar mandi luar rb kamar mandi dalam	['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luastiket', 'masuk', 'rbtersedia', 'tempat', 'menginap', 'rb', 'kamar', 'mandi', 'luar', 'rb', 'kamar', 'mandi', 'dalam']	['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luastiket', 'masuk', 'rbtersedia', 'tempat', 'menginap', 'ribu', 'kamar', 'mandi', 'luar', 'ribu', 'kamar', 'mandi', 'dalam']	['pantainya', 'bagus', 'lumayan', 'bersih', 'sayangnya', 'luastiket', 'masuk', 'rbtersedia', 'menginap', 'ribu', 'kamar', 'mandi', 'ribu', 'kamar', 'mandi']	['pantai', 'bagus', 'lumayan', 'bersih', 'sayang', 'luastiket', 'masuk', 'rbtersedia', 'inap', 'ribu', 'kamar', 'mandi', 'ribu', 'kamar', 'mandi']
11	11	Abdus Sukur	3 minggu lalu	Negatif	pantai sembilan	Pantai ini cukup bgus cuma infrastrukturx kurang bangaus banyakx sampah terutama di tempat wisatax masih kurang bersih	Pantai ini cukup bgus cuma infrastrukturx kurang bangaus banyakx sampah terutama di tempat wisatax masih kurang bersih	['pantai', 'ini', 'cukup', 'bgus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih']	['pantai', 'ini', 'cukup', 'bagus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih']	['pantai', 'bagus', 'infrastrukturx', 'bangaus', 'banyakx', 'sampah', 'wisatax', 'bersih']	['pantai', 'bagus', 'infrastrukturx', 'bangaus', 'banyakx', 'sampah', 'wisatax', 'bersih']
12	12	Tsurayya Kamila Novita	setahun lalu	Positif	pantai sembilan	Pantai yang sungguh cantik dengan pengelolaan yang baik. Fasilitas lengkap. Sangat cocok dijadikan tempat liburan bersama keluarga, rekan maupun sahabat. Saran bisa ditambah spot spot fotonya ?? kurang banyak... Semoga bisa diperindah lagi penampilannya...sehingga tambah mempesona. Recommended for healing. …	Pantai yang sungguh cantik dengan pengelolaan yang baik Fasilitas lengkap Sangat cocok dijadikan tempat liburan bersama keluarga rekan maupun sahabat Saran bisa ditambah spot spot fotonya kurang banyak Semoga bisa diperindah lagi penampilannyasehingga tambah mempesona Recommended for healing	['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing']	['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing']	['pantai', 'sungguh', 'cantik', 'pengelolaan', 'fasilitas', 'lengkap', 'cocok', 'dijadikan', 'liburan', 'keluarga', 'rekan', 'sahabat', 'saran', 'ditambah', 'spot', 'spot', 'fotonya', 'semoga', 'diperindah', 'penampilannyasehingga', 'mempesona', 'recommended', 'for', 'healing']	['pantai', 'sungguh', 'cantik', 'kelola', 'fasilitas', 'lengkap', 'cocok', 'jadi', 'libur', 'keluarga', 'rekan', 'sahabat', 'saran', 'tambah', 'spot', 'spot', 'foto', 'moga', 'indah', 'penampilannyasehingga', 'pesona', 'recommended', 'for', 'healing']
13	13	abang D	setahun lalu	Positif	pantai sembilan	Tempatnya sejuk dibawah pohon laut yg di hembus angin semilir pantai sebagai ac alami dari Allah. Hamparan Pemandangan laut yg luas dgn pulau2. Mushalla t4 ibadah ada dgn air tawar yg bersih. Kedai2 makanan kecil banyak bahkan makanan berat sekalipun ada, nasi, bakso, mieso, soto dll. Disini ada juga pondok2 t4 nginapnya gaes.	Tempatnya sejuk dibawah pohon laut yg di hembus angin semilir pantai sebagai ac alami dari Allah Hamparan Pemandangan laut yg luas dgn pulau Mushalla t ibadah ada dgn air tawar yg bersih Kedai makanan kecil banyak bahkan makanan berat sekalipun ada nasi bakso mieso soto dll Disini ada juga pondok t nginapnya gaes	['tempatnya', 'sejuk', 'dibawah', 'pohon', 'laut', 'yg', 'di', 'hembus', 'angin', 'semilir', 'pantai', 'sebagai', 'ac', 'alami', 'dari', 'allah', 'hamparan', 'pemandangan', 'laut', 'yg', 'luas', 'dgn', 'pulau', 'mushalla', 't', 'ibadah', 'ada', 'dgn', 'air', 'tawar', 'yg', 'bersih', 'kedai', 'makanan', 'kecil', 'banyak', 'bahkan', 'makanan', 'berat', 'sekalipun', 'ada', 'nasi', 'bakso', 'mieso', 'soto', 'dll', 'disini', 'ada', 'juga', 'pondok', 't', 'nginapnya', 'gaes']	['tempatnya', 'sejuk', 'dibawah', 'pohon', 'laut', 'yang', 'di', 'hembus', 'angin', 'semilir', 'pantai', 'sebagai', 'ac', 'alami', 'dari', 'allah', 'hamparan', 'pemandangan', 'laut', 'yang', 'luas', 'dengan', 'pulau', 'mushalla', 't', 'ibadah', 'ada', 'dengan', 'air', 'tawar', 'yang', 'bersih', 'kedai', 'makanan', 'kecil', 'banyak', 'bahkan', 'makanan', 'berat', 'sekalipun', 'ada', 'nasi', 'bakso', 'mieso', 'soto', 'dll', 'disini', 'ada', 'juga', 'pondok', 't', 'nginapnya', 'gaes']	['tempatnya', 'sejuk', 'dibawah', 'pohon', 'laut', 'hembus', 'angin', 'semilir', 'pantai', 'ac', 'alami', 'allah', 'hamparan', 'pemandangan', 'laut', 'luas', 'pulau', 'mushalla', 'ibadah', 'air', 'tawar', 'bersih', 'kedai', 'makanan', 'makanan', 'berat', 'nasi', 'bakso', 'mieso', 'soto', 'dll', 'pondok', 'nginapnya', 'gaes']	['tempat', 'sejuk', 'bawah', 'pohon', 'laut', 'hembus', 'angin', 'milir', 'pantai', 'ac', 'alami', 'allah', 'hampar', 'pandang', 'laut', 'luas', 'pulau', 'mushalla', 'ibadah', 'air', 'tawar', 'bersih', 'kedai', 'makan', 'makan', 'berat', 'nasi', 'bakso', 'mieso', 'soto', 'dll', 'pondok', 'nginapnya', 'gaes']
14	14	Habiburrahman Habiburrahman	sebulan lalu	Positif	pantai sembilan	Cukup bagus dibanding beberapa pantai Madura yang sudah mulai rusak. Pantai 9 jadi salah satu yang masih terawat saat ini. Minimal kamar mandi, penginapan, dan kebersihan cukup terjaga. Fasilitas MCK dan musholla lumayan bersih dan layak. Akses dari pelabuhan juga mudah dan dekat.	Cukup bagus dibanding beberapa pantai Madura yang sudah mulai rusak Pantai  jadi salah satu yang masih terawat saat ini Minimal kamar mandi penginapan dan kebersihan cukup terjaga Fasilitas MCK dan musholla lumayan bersih dan layak Akses dari pelabuhan juga mudah dan dekat	['cukup', 'bagus', 'dibanding', 'beberapa', 'pantai', 'madura', 'yang', 'sudah', 'mulai', 'rusak', 'pantai', 'jadi', 'salah', 'satu', 'yang', 'masih', 'terawat', 'saat', 'ini', 'minimal', 'kamar', 'mandi', 'penginapan', 'dan', 'kebersihan', 'cukup', 'terjaga', 'fasilitas', 'mck', 'dan', 'musholla', 'lumayan', 'bersih', 'dan', 'layak', 'akses', 'dari', 'pelabuhan', 'juga', 'mudah', 'dan', 'dekat']	['cukup', 'bagus', 'dibanding', 'beberapa', 'pantai', 'madura', 'yang', 'sudah', 'mulai', 'rusak', 'pantai', 'jadi', 'salah', 'satu', 'yang', 'masih', 'terawat', 'saat', 'ini', 'minimal', 'kamar', 'mandi', 'penginapan', 'dan', 'kebersihan', 'cukup', 'terjaga', 'fasilitas', 'mck', 'dan', 'musholla', 'lumayan', 'bersih', 'dan', 'layak', 'akses', 'dari', 'pelabuhan', 'juga', 'mudah', 'dan', 'dekat']	['bagus', 'dibanding', 'pantai', 'madura', 'rusak', 'pantai', 'salah', 'terawat', 'minimal', 'kamar', 'mandi', 'penginapan', 'kebersihan', 'terjaga', 'fasilitas', 'mck', 'musholla', 'lumayan', 'bersih', 'layak', 'akses', 'pelabuhan', 'mudah']	['bagus', 'banding', 'pantai', 'madura', 'rusak', 'pantai', 'salah', 'awat', 'minimal', 'kamar', 'mandi', 'inap', 'bersih', 'jaga', 'fasilitas', 'mck', 'musholla', 'lumayan', 'bersih', 'layak', 'akses', 'labuh', 'mudah']
15	15	Azizah Fajar Budiani	setahun lalu	Positif	pantai sembilan	"Pantai Bersih, Pasir Putih, Laut Biru, Penginapan, Jajanan, Camp, Lengkap banget disana ????
Jatuh cinta pandangan pertama sama pantai ini?? …"	Pantai Bersih Pasir Putih Laut Biru Penginapan Jajanan Camp Lengkap banget disana Jatuh cinta pandangan pertama sama pantai ini	['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'penginapan', 'jajanan', 'camp', 'lengkap', 'banget', 'disana', 'jatuh', 'cinta', 'pandangan', 'pertama', 'sama', 'pantai', 'ini']	['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'penginapan', 'jajanan', 'camp', 'lengkap', 'banget', 'disana', 'jatuh', 'cinta', 'pandangan', 'pertama', 'sama', 'pantai', 'ini']	['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'penginapan', 'jajanan', 'camp', 'lengkap', 'banget', 'disana', 'jatuh', 'cinta', 'pandangan', 'pantai']	['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'inap', 'jajan', 'camp', 'lengkap', 'banget', 'sana', 'jatuh', 'cinta', 'pandang', 'pantai']
16	16	Isfar Ahmad	setahun lalu	Positif	pantai sembilan	"Keren sih tempatnya buat liburan keluarga.
Sempat makan siang di gazebo dg kuliner yg ada, muantabek..
Udaranya jg sejuk, next mungkin fasumnya ditambah akan bs jd perhatian …"	Keren sih tempatnya buat liburan keluargaSempat makan siang di gazebo dg kuliner yg ada muantabekUdaranya jg sejuk next mungkin fasumnya ditambah akan bs jd perhatian	['keren', 'sih', 'tempatnya', 'buat', 'liburan', 'keluargasempat', 'makan', 'siang', 'di', 'gazebo', 'dg', 'kuliner', 'yg', 'ada', 'muantabekudaranya', 'jg', 'sejuk', 'next', 'mungkin', 'fasumnya', 'ditambah', 'akan', 'bs', 'jd', 'perhatian']	['keren', 'sih', 'tempatnya', 'buat', 'liburan', 'keluargasempat', 'makan', 'siang', 'di', 'gazebo', 'dengan', 'kuliner', 'yang', 'ada', 'muantabekudaranya', 'juga', 'sejuk', 'next', 'mungkin', 'fasumnya', 'ditambah', 'akan', 'bisa', 'jadi', 'perhatian']	['keren', 'tempatnya', 'liburan', 'keluargasempat', 'makan', 'siang', 'gazebo', 'kuliner', 'muantabekudaranya', 'sejuk', 'next', 'fasumnya', 'ditambah', 'perhatian']	['keren', 'tempat', 'libur', 'keluargasempat', 'makan', 'siang', 'gazebo', 'kuliner', 'muantabekudaranya', 'sejuk', 'next', 'fasumnya', 'tambah', 'perhati']
17	17	Yuliyanti Zane	setahun lalu	Positif	pantai sembilan	Air pantainya terlihat biru, indah bgt.. kesana pas weekday jd sepi warung2 pd tutup masuk jg gratis krn g ada yg jaga.. cuma bayar ongkos naik perahu aja..	Air pantainya terlihat biru indah bgt kesana pas weekday jd sepi warung pd tutup masuk jg gratis krn g ada yg jaga cuma bayar ongkos naik perahu aja	['air', 'pantainya', 'terlihat', 'biru', 'indah', 'bgt', 'kesana', 'pas', 'weekday', 'jd', 'sepi', 'warung', 'pd', 'tutup', 'masuk', 'jg', 'gratis', 'krn', 'g', 'ada', 'yg', 'jaga', 'cuma', 'bayar', 'ongkos', 'naik', 'perahu', 'aja']	['air', 'pantainya', 'terlihat', 'biru', 'indah', 'banget', 'kesana', 'pas', 'weekday', 'jadi', 'sepi', 'warung', 'pada', 'tutup', 'masuk', 'juga', 'gratis', 'karena', 'enggak', 'ada', 'yang', 'jaga', 'cuma', 'bayar', 'ongkos', 'naik', 'perahu', 'saja']	['air', 'pantainya', 'biru', 'indah', 'banget', 'kesana', 'pas', 'weekday', 'sepi', 'warung', 'tutup', 'masuk', 'gratis', 'jaga', 'bayar', 'ongkos', 'perahu']	['air', 'pantai', 'biru', 'indah', 'banget', 'kesana', 'pas', 'weekday', 'sepi', 'warung', 'tutup', 'masuk', 'gratis', 'jaga', 'bayar', 'ongkos', 'perahu']
18	18	Desnalia Sari	2 tahun lalu	Positif	pantai sembilan	Bikin deg deg an ketika menyeberang menuju pulaunya soalnya perahunya agak sedikit masih kurang aman untuk para orang tua., maksudnya akses naik dan turun perahu ke daratan agak susah. Tapi setelah itu puas dengan pemandangan pantainya. …	Bikin deg deg an ketika menyeberang menuju pulaunya soalnya perahunya agak sedikit masih kurang aman untuk para orang tua maksudnya akses naik dan turun perahu ke daratan agak susah Tapi setelah itu puas dengan pemandangan pantainya	['bikin', 'deg', 'deg', 'an', 'ketika', 'menyeberang', 'menuju', 'pulaunya', 'soalnya', 'perahunya', 'agak', 'sedikit', 'masih', 'kurang', 'aman', 'untuk', 'para', 'orang', 'tua', 'maksudnya', 'akses', 'naik', 'dan', 'turun', 'perahu', 'ke', 'daratan', 'agak', 'susah', 'tapi', 'setelah', 'itu', 'puas', 'dengan', 'pemandangan', 'pantainya']	['bikin', 'deg', 'deg', 'an', 'ketika', 'menyeberang', 'menuju', 'pulaunya', 'soalnya', 'perahunya', 'agak', 'sedikit', 'masih', 'kurang', 'aman', 'untuk', 'para', 'orang', 'tua', 'maksudnya', 'akses', 'naik', 'dan', 'turun', 'perahu', 'ke', 'daratan', 'agak', 'susah', 'tapi', 'setelah', 'itu', 'puas', 'dengan', 'pemandangan', 'pantainya']	['deg', 'deg', 'an', 'menyeberang', 'pulaunya', 'perahunya', 'aman', 'orang', 'tua', 'maksudnya', 'akses', 'turun', 'perahu', 'daratan', 'susah', 'puas', 'pemandangan', 'pantainya']	['deg', 'deg', 'an', 'seberang', 'pulau', 'perahu', 'aman', 'orang', 'tua', 'maksud', 'akses', 'turun', 'perahu', 'darat', 'susah', 'puas', 'pandang', 'pantai']
19	19	Rizal	setahun lalu	Positif	pantai sembilan	Pantai dengan ombak yang tenang dan cukup murah tiket masuk maupun penyeberangannya. Pasir putih dan tersedia penginapan tepi pantai yang murah dan cukup bagus. Perlu ditingkatkan kebersihan tepi pantainya oleh pengelola. Semoga tetap asri dan berkembang maju	Pantai dengan ombak yang tenang dan cukup murah tiket masuk maupun penyeberangannya Pasir putih dan tersedia penginapan tepi pantai yang murah dan cukup bagus Perlu ditingkatkan kebersihan tepi pantainya oleh pengelola Semoga tetap asri dan berkembang maju	['pantai', 'dengan', 'ombak', 'yang', 'tenang', 'dan', 'cukup', 'murah', 'tiket', 'masuk', 'maupun', 'penyeberangannya', 'pasir', 'putih', 'dan', 'tersedia', 'penginapan', 'tepi', 'pantai', 'yang', 'murah', 'dan', 'cukup', 'bagus', 'perlu', 'ditingkatkan', 'kebersihan', 'tepi', 'pantainya', 'oleh', 'pengelola', 'semoga', 'tetap', 'asri', 'dan', 'berkembang', 'maju']	['pantai', 'dengan', 'ombak', 'yang', 'tenang', 'dan', 'cukup', 'murah', 'tiket', 'masuk', 'maupun', 'penyeberangannya', 'pasir', 'putih', 'dan', 'tersedia', 'penginapan', 'tepi', 'pantai', 'yang', 'murah', 'dan', 'cukup', 'bagus', 'perlu', 'ditingkatkan', 'kebersihan', 'tepi', 'pantainya', 'oleh', 'pengelola', 'semoga', 'tetap', 'asri', 'dan', 'berkembang', 'maju']	['pantai', 'ombak', 'tenang', 'murah', 'tiket', 'masuk', 'penyeberangannya', 'pasir', 'putih', 'tersedia', 'penginapan', 'tepi', 'pantai', 'murah', 'bagus', 'ditingkatkan', 'kebersihan', 'tepi', 'pantainya', 'pengelola', 'semoga', 'asri', 'berkembang', 'maju']	['pantai', 'ombak', 'tenang', 'murah', 'tiket', 'masuk', 'seberang', 'pasir', 'putih', 'sedia', 'inap', 'tepi', 'pantai', 'murah', 'bagus', 'tingkat', 'bersih', 'tepi', 'pantai', 'kelola', 'moga', 'asri', 'kembang', 'maju']
20	20	herlina mega	setahun lalu	Positif	pantai sembilan	View sangat cantik tapi fasilitas belum cukup tapi gpp sudah bisa dibayar dengan kecantikan alam	View sangat cantik tapi fasilitas belum cukup tapi gpp sudah bisa dibayar dengan kecantikan alam	['view', 'sangat', 'cantik', 'tapi', 'fasilitas', 'belum', 'cukup', 'tapi', 'gpp', 'sudah', 'bisa', 'dibayar', 'dengan', 'kecantikan', 'alam']	['view', 'sangat', 'cantik', 'tapi', 'fasilitas', 'belum', 'cukup', 'tapi', 'enggak apa-apa', 'sudah', 'bisa', 'dibayar', 'dengan', 'kecantikan', 'alam']	['view', 'cantik', 'fasilitas', 'enggak apa-apa', 'dibayar', 'kecantikan', 'alam']	['view', 'cantik', 'fasilitas', 'enggak apa', 'bayar', 'cantik', 'alam']
21	21	cindy satriyo	2 tahun lalu	Positif	pantai sembilan	Salah satu pantai di Sumenep Madura yang bagus dan bersih. Pantai sembilan ini mirip gili trawangan di lombok. Bisa jadi alternatif kalau kejauhan ke lombok hehehe. Butuh waktu 30-45 menit untuk menyebrang ke pantai sembilan. Tiket sekali …	Salah satu pantai di Sumenep Madura yang bagus dan bersih Pantai sembilan ini mirip gili trawangan di lombok Bisa jadi alternatif kalau kejauhan ke lombok hehehe Butuh waktu  menit untuk menyebrang ke pantai sembilan Tiket sekali	['salah', 'satu', 'pantai', 'di', 'sumenep', 'madura', 'yang', 'bagus', 'dan', 'bersih', 'pantai', 'sembilan', 'ini', 'mirip', 'gili', 'trawangan', 'di', 'lombok', 'bisa', 'jadi', 'alternatif', 'kalau', 'kejauhan', 'ke', 'lombok', 'hehehe', 'butuh', 'waktu', 'menit', 'untuk', 'menyebrang', 'ke', 'pantai', 'sembilan', 'tiket', 'sekali']	['salah', 'satu', 'pantai', 'di', 'sumenep', 'madura', 'yang', 'bagus', 'dan', 'bersih', 'pantai', 'sembilan', 'ini', 'mirip', 'gili', 'trawangan', 'di', 'lombok', 'bisa', 'jadi', 'alternatif', 'kalau', 'kejauhan', 'ke', 'lombok', 'hehehe', 'butuh', 'waktu', 'menit', 'untuk', 'menyebrang', 'ke', 'pantai', 'sembilan', 'tiket', 'sekali']	['salah', 'pantai', 'sumenep', 'madura', 'bagus', 'bersih', 'pantai', 'sembilan', 'gili', 'trawangan', 'lombok', 'alternatif', 'kejauhan', 'lombok', 'hehehe', 'butuh', 'menit', 'menyebrang', 'pantai', 'sembilan', 'tiket']	['salah', 'pantai', 'sumenep', 'madura', 'bagus', 'bersih', 'pantai', 'sembilan', 'gili', 'trawangan', 'lombok', 'alternatif', 'jauh', 'lombok', 'hehehe', 'butuh', 'menit', 'menyebrang', 'pantai', 'sembilan', 'tiket']
22	22	Quen Sylvi	3 tahun lalu	Negatif	pantai sembilan	"Pantainya bagus. Kelihatannya bening
Tapi waktu renang jadi butek soale isinya lumpur bawah'e.
Penginapannya puanas, dapetnya yg paling pojok. …"	Pantainya bagus Kelihatannya beningTapi waktu renang jadi butek soale isinya lumpur bawahePenginapannya puanas dapetnya yg paling pojok	['pantainya', 'bagus', 'kelihatannya', 'beningtapi', 'waktu', 'renang', 'jadi', 'butek', 'soale', 'isinya', 'lumpur', 'bawahepenginapannya', 'puanas', 'dapetnya', 'yg', 'paling', 'pojok']	['pantainya', 'bagus', 'kelihatannya', 'beningtapi', 'waktu', 'renang', 'jadi', 'butek', 'soale', 'isinya', 'lumpur', 'bawahepenginapannya', 'puanas', 'dapetnya', 'yang', 'paling', 'pojok']	['pantainya', 'bagus', 'beningtapi', 'renang', 'butek', 'soale', 'isinya', 'lumpur', 'bawahepenginapannya', 'puanas', 'dapetnya', 'pojok']	['pantai', 'bagus', 'beningtapi', 'renang', 'butek', 'soale', 'isi', 'lumpur', 'bawahepenginapannya', 'puanas', 'dapetnya', 'pojok']
23	23	Hambali Bachtiar	3 bulan lalu	Positif	pantai sembilan	Pantai masih bersih walaupun tidak terlalu besar. Akses kesana juga tidak sulit, Ada ojek yang bisa mengantar sampai ke pelabuhan.. Bagi yang gak punya kendaraan, pake bis bisa, lanjut pake ojek. …	Pantai masih bersih walaupun tidak terlalu besar Akses kesana juga tidak sulit Ada ojek yang bisa mengantar sampai ke pelabuhan Bagi yang gak punya kendaraan pake bis bisa lanjut pake ojek	['pantai', 'masih', 'bersih', 'walaupun', 'tidak', 'terlalu', 'besar', 'akses', 'kesana', 'juga', 'tidak', 'sulit', 'ada', 'ojek', 'yang', 'bisa', 'mengantar', 'sampai', 'ke', 'pelabuhan', 'bagi', 'yang', 'gak', 'punya', 'kendaraan', 'pake', 'bis', 'bisa', 'lanjut', 'pake', 'ojek']	['pantai', 'masih', 'bersih', 'walaupun', 'tidak', 'terlalu', 'besar', 'akses', 'kesana', 'juga', 'tidak', 'sulit', 'ada', 'ojek', 'yang', 'bisa', 'mengantar', 'sampai', 'ke', 'pelabuhan', 'bagi', 'yang', 'enggak', 'punya', 'kendaraan', 'pakai', 'bis', 'bisa', 'lanjut', 'pakai', 'ojek']	['pantai', 'bersih', 'akses', 'kesana', 'sulit', 'ojek', 'mengantar', 'pelabuhan', 'kendaraan', 'pakai', 'bis', 'pakai', 'ojek']	['pantai', 'bersih', 'akses', 'kesana', 'sulit', 'ojek', 'antar', 'labuh', 'kendara', 'pakai', 'bis', 'pakai', 'ojek']
24	24	Febri NW	2 tahun lalu	Positif	pantai sembilan	Seperti surga yang tersembunyi, pantai sembilan sungguh bagus dan bersih dengan pemandangan awan yang cerah, laut yang biru dan pasir putih nya. Sungguh memanjakan mata. Untuk kesana anda perlu menyeberang dengan biaya kapal 10rb per orang …	Seperti surga yang tersembunyi pantai sembilan sungguh bagus dan bersih dengan pemandangan awan yang cerah laut yang biru dan pasir putih nya Sungguh memanjakan mata Untuk kesana anda perlu menyeberang dengan biaya kapal rb per orang	['seperti', 'surga', 'yang', 'tersembunyi', 'pantai', 'sembilan', 'sungguh', 'bagus', 'dan', 'bersih', 'dengan', 'pemandangan', 'awan', 'yang', 'cerah', 'laut', 'yang', 'biru', 'dan', 'pasir', 'putih', 'nya', 'sungguh', 'memanjakan', 'mata', 'untuk', 'kesana', 'anda', 'perlu', 'menyeberang', 'dengan', 'biaya', 'kapal', 'rb', 'per', 'orang']	['seperti', 'surga', 'yang', 'tersembunyi', 'pantai', 'sembilan', 'sungguh', 'bagus', 'dan', 'bersih', 'dengan', 'pemandangan', 'awan', 'yang', 'cerah', 'laut', 'yang', 'biru', 'dan', 'pasir', 'putih', 'nya', 'sungguh', 'memanjakan', 'mata', 'untuk', 'kesana', 'anda', 'perlu', 'menyeberang', 'dengan', 'biaya', 'kapal', 'ribu', 'per', 'orang']	['surga', 'tersembunyi', 'pantai', 'sembilan', 'sungguh', 'bagus', 'bersih', 'pemandangan', 'awan', 'cerah', 'laut', 'biru', 'pasir', 'putih', 'sungguh', 'memanjakan', 'mata', 'kesana', 'menyeberang', 'biaya', 'kapal', 'ribu', 'orang']	['surga', 'sembunyi', 'pantai', 'sembilan', 'sungguh', 'bagus', 'bersih', 'pandang', 'awan', 'cerah', 'laut', 'biru', 'pasir', 'putih', 'sungguh', 'manja', 'mata', 'kesana', 'seberang', 'biaya', 'kapal', 'ribu', 'orang']
25	25	Faisal Ibrahim	5 bulan lalu	Negatif	pantai sembilan	Jauh2 nyebrang pake perahu, pantainya mirip2 lombang, mending lombang aja	Jauh nyebrang pake perahu pantainya mirip lombang mending lombang aja	['jauh', 'nyebrang', 'pake', 'perahu', 'pantainya', 'mirip', 'lombang', 'mending', 'lombang', 'aja']	['jauh', 'nyebrang', 'pakai', 'perahu', 'pantainya', 'mirip', 'lombang', 'mending', 'lombang', 'saja']	['nyebrang', 'pakai', 'perahu', 'pantainya', 'lombang', 'mending', 'lombang']	['nyebrang', 'pakai', 'perahu', 'pantai', 'lombang', 'mending', 'lombang']
26	26	Silviana Triagustian	3 tahun lalu	Positif	pantai sembilan	Pantai dengan pasir putih yang indah dengan cuaca yang cerah, banyak gazebo untuk berteduh dan tersedia penginapan bagi para wisatawan yang berkunjung serta tersedia warung yang menjual makanan dan minuman yang cukup ramah dikantong, dapat ditempuh dengan kapal boat kecil dari pelabuhan tanjung saronggi	Pantai dengan pasir putih yang indah dengan cuaca yang cerah banyak gazebo untuk berteduh dan tersedia penginapan bagi para wisatawan yang berkunjung serta tersedia warung yang menjual makanan dan minuman yang cukup ramah dikantong dapat ditempuh dengan kapal boat kecil dari pelabuhan tanjung saronggi	['pantai', 'dengan', 'pasir', 'putih', 'yang', 'indah', 'dengan', 'cuaca', 'yang', 'cerah', 'banyak', 'gazebo', 'untuk', 'berteduh', 'dan', 'tersedia', 'penginapan', 'bagi', 'para', 'wisatawan', 'yang', 'berkunjung', 'serta', 'tersedia', 'warung', 'yang', 'menjual', 'makanan', 'dan', 'minuman', 'yang', 'cukup', 'ramah', 'dikantong', 'dapat', 'ditempuh', 'dengan', 'kapal', 'boat', 'kecil', 'dari', 'pelabuhan', 'tanjung', 'saronggi']	['pantai', 'dengan', 'pasir', 'putih', 'yang', 'indah', 'dengan', 'cuaca', 'yang', 'cerah', 'banyak', 'gazebo', 'untuk', 'berteduh', 'dan', 'tersedia', 'penginapan', 'bagi', 'para', 'wisatawan', 'yang', 'berkunjung', 'serta', 'tersedia', 'warung', 'yang', 'menjual', 'makanan', 'dan', 'minuman', 'yang', 'cukup', 'ramah', 'dikantong', 'dapat', 'ditempuh', 'dengan', 'kapal', 'boat', 'kecil', 'dari', 'pelabuhan', 'tanjung', 'saronggi']	['pantai', 'pasir', 'putih', 'indah', 'cuaca', 'cerah', 'gazebo', 'berteduh', 'tersedia', 'penginapan', 'wisatawan', 'berkunjung', 'tersedia', 'warung', 'menjual', 'makanan', 'minuman', 'ramah', 'dikantong', 'ditempuh', 'kapal', 'boat', 'pelabuhan', 'tanjung', 'saronggi']	['pantai', 'pasir', 'putih', 'indah', 'cuaca', 'cerah', 'gazebo', 'teduh', 'sedia', 'inap', 'wisatawan', 'kunjung', 'sedia', 'warung', 'jual', 'makan', 'minum', 'ramah', 'kantong', 'tempuh', 'kapal', 'boat', 'labuh', 'tanjung', 'saronggi']
