	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
10	Afrizal Fakhmy	2 bulan lalu	Positif	Bukit Jaddhih	Tempatnya cukup bagus terutama untuk wisata keluarga. Selalu gunakan masker karena cukup berdebu	Tempatnya cukup bagus terutama untuk wisata keluarga Selalu gunakan masker karena cukup berdebu	['tempatnya', 'cukup', 'bagus', 'terutama', 'untuk', 'wisata', 'keluarga', 'selalu', 'gunakan', 'masker', 'karena', 'cukup', 'berdebu']	['tempatnya', 'cukup', 'bagus', 'terutama', 'untuk', 'wisata', 'keluarga', 'selalu', 'gunakan', 'masker', 'karena', 'cukup', 'berdebu']	['tempatnya', 'bagus', 'wisata', 'keluarga', 'masker', 'berdebu']	['tempat', 'bagus', 'wisata', 'keluarga', 'masker', 'debu']
11	sunar taufiq	sebulan lalu	Negatif	Bukit Jaddhih	Fasilotas masih minim, perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan	Fasilotas masih minim perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan	['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan']	['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan']	['fasilotas', 'minim', 'pegembangan', 'sentuhan', 'artistik', 'menarik', 'wisatawan']	['fasilotas', 'minim', 'pegembangan', 'sentuh', 'artistik', 'tarik', 'wisatawan']
12	AR channel	5 bulan lalu	Positif	Bukit Jaddhih	Wisata lokal yg indah, pemanfaatan tambang batu kapur menjadi wisata.. Ada goa buatan.. Bisa lihat sunset di puncak tebing	Wisata lokal yg indah pemanfaatan tambang batu kapur menjadi wisata Ada goa buatan Bisa lihat sunset di puncak tebing	['wisata', 'lokal', 'yg', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']	['wisata', 'lokal', 'yang', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']	['wisata', 'lokal', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'wisata', 'goa', 'buatan', 'lihat', 'sunset', 'puncak', 'tebing']	['wisata', 'lokal', 'indah', 'manfaat', 'tambang', 'batu', 'kapur', 'wisata', 'goa', 'buat', 'lihat', 'sunset', 'puncak', 'tebing']
13	Diva Shafira Artanti	2 bulan lalu	Positif	Bukit Jaddhih	Tempatnya luas, cocok untuk digunakan foto-foto, lumayan naik turun jalannya, disarankan kesini menggunakan sepatu, karna kalau musim hujan ditakutkan licin	Tempatnya luas cocok untuk digunakan fotofoto lumayan naik turun jalannya disarankan kesini menggunakan sepatu karna kalau musim hujan ditakutkan licin	['tempatnya', 'luas', 'cocok', 'untuk', 'digunakan', 'fotofoto', 'lumayan', 'naik', 'turun', 'jalannya', 'disarankan', 'kesini', 'menggunakan', 'sepatu', 'karna', 'kalau', 'musim', 'hujan', 'ditakutkan', 'licin']	['tempatnya', 'luas', 'cocok', 'untuk', 'digunakan', 'fotofoto', 'lumayan', 'naik', 'turun', 'jalannya', 'disarankan', 'kesini', 'menggunakan', 'sepatu', 'karena', 'kalau', 'musim', 'hujan', 'ditakutkan', 'licin']	['tempatnya', 'luas', 'cocok', 'fotofoto', 'lumayan', 'turun', 'jalannya', 'disarankan', 'kesini', 'sepatu', 'musim', 'hujan', 'ditakutkan', 'licin']	['tempat', 'luas', 'cocok', 'fotofoto', 'lumayan', 'turun', 'jalan', 'saran', 'kesini', 'sepatu', 'musim', 'hujan', 'takut', 'licin']
14	Atria Handono	6 bulan lalu	Positif	Bukit Jaddhih	Kesini ketika buat video klip, ketika puasa, kebetulan mendung dan sempat hujan sebentar. Waktu itu kita ada yg menyertai dan diantar ke spot-spot terbaik yang jarang dipakai orang untuk spot photo atau video. …	Kesini ketika buat video klip ketika puasa kebetulan mendung dan sempat hujan sebentar Waktu itu kita ada yg menyertai dan diantar ke spotspot terbaik yang jarang dipakai orang untuk spot photo atau video	['kesini', 'ketika', 'buat', 'video', 'klip', 'ketika', 'puasa', 'kebetulan', 'mendung', 'dan', 'sempat', 'hujan', 'sebentar', 'waktu', 'itu', 'kita', 'ada', 'yg', 'menyertai', 'dan', 'diantar', 'ke', 'spotspot', 'terbaik', 'yang', 'jarang', 'dipakai', 'orang', 'untuk', 'spot', 'photo', 'atau', 'video']	['kesini', 'ketika', 'buat', 'video', 'klip', 'ketika', 'puasa', 'kebetulan', 'mendung', 'dan', 'sempat', 'hujan', 'sebentar', 'waktu', 'itu', 'kita', 'ada', 'yang', 'menyertai', 'dan', 'diantar', 'ke', 'spotspot', 'terbaik', 'yang', 'jarang', 'dipakai', 'orang', 'untuk', 'spot', 'photo', 'atau', 'video']	['kesini', 'video', 'klip', 'puasa', 'mendung', 'hujan', 'sebentar', 'menyertai', 'diantar', 'spotspot', 'terbaik', 'jarang', 'dipakai', 'orang', 'spot', 'photo', 'video']	['kesini', 'video', 'klip', 'puasa', 'mendung', 'hujan', 'sebentar', 'serta', 'antar', 'spotspot', 'baik', 'jarang', 'pakai', 'orang', 'spot', 'photo', 'video']
15	christiyanto satriyo wibowo	5 bulan lalu	Positif	Bukit Jaddhih	Menurut aku cukup bagus untuk jalan2 ke sini. Cuman kitq ga tahu mana penarik karcis mana yg bukan. Kita naik mobil dicgat orang bawa karcis suruh bayar	Menurut aku cukup bagus untuk jalan ke sini Cuman kitq ga tahu mana penarik karcis mana yg bukan Kita naik mobil dicgat orang bawa karcis suruh bayar	['menurut', 'aku', 'cukup', 'bagus', 'untuk', 'jalan', 'ke', 'sini', 'cuman', 'kitq', 'ga', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yg', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']	['menurut', 'aku', 'cukup', 'bagus', 'untuk', 'jalan', 'ke', 'sini', 'cuman', 'kitq', 'enggak', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yang', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']	['bagus', 'jalan', 'cuman', 'kitq', 'penarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']	['bagus', 'jalan', 'cuman', 'kitq', 'tarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']
16	fitria ferayanti	4 bulan lalu	Positif	Bukit Jaddhih	Banyak sekali spot foto yg keren & bagus, disarankan datang pagi/sore, karna kalo siang panasnya minta ampun...	Banyak sekali spot foto yg keren bagus disarankan datang pagisore karna kalo siang panasnya minta ampun	['banyak', 'sekali', 'spot', 'foto', 'yg', 'keren', 'bagus', 'disarankan', 'datang', 'pagisore', 'karna', 'kalo', 'siang', 'panasnya', 'minta', 'ampun']	['banyak', 'sekali', 'spot', 'foto', 'yang', 'keren', 'bagus', 'disarankan', 'datang', 'pagisore', 'karena', 'kalo', 'siang', 'panasnya', 'meminta', 'ampun']	['spot', 'foto', 'keren', 'bagus', 'disarankan', 'pagisore', 'siang', 'panasnya', 'ampun']	['spot', 'foto', 'keren', 'bagus', 'saran', 'pagisore', 'siang', 'panas', 'ampun']
17	Ismi Yui	5 bulan lalu	Positif	Bukit Jaddhih	Bagus apalagi kalau cuaca mendukung dan datang di waktu yang tepat sekitar jam 8 atau 9 karena matahari sudah berada diatas tapi suhu tidak panas terik dan lebih menaikkan pesona alamnya	Bagus apalagi kalau cuaca mendukung dan datang di waktu yang tepat sekitar jam  atau  karena matahari sudah berada diatas tapi suhu tidak panas terik dan lebih menaikkan pesona alamnya	['bagus', 'apalagi', 'kalau', 'cuaca', 'mendukung', 'dan', 'datang', 'di', 'waktu', 'yang', 'tepat', 'sekitar', 'jam', 'atau', 'karena', 'matahari', 'sudah', 'berada', 'diatas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'dan', 'lebih', 'menaikkan', 'pesona', 'alamnya']	['bagus', 'apalagi', 'kalau', 'cuaca', 'mendukung', 'dan', 'datang', 'di', 'waktu', 'yang', 'tepat', 'sekitar', 'jam', 'atau', 'karena', 'matahari', 'sudah', 'berada', 'diatas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'dan', 'lebih', 'menaikkan', 'pesona', 'alamnya']	['bagus', 'cuaca', 'mendukung', 'jam', 'matahari', 'diatas', 'suhu', 'panas', 'terik', 'menaikkan', 'pesona', 'alamnya']	['bagus', 'cuaca', 'dukung', 'jam', 'matahari', 'atas', 'suhu', 'panas', 'terik', 'naik', 'pesona', 'alam']
18	RUSSELL. ID	7 bulan lalu	Positif	Bukit Jaddhih	"Pengalaman wisata alam yang sangat menyenangkan, kondisi masih lumayan sepi dikarenakan berkunjung di hari jumat.
Kurang penunjuk arah yg jelas. Semoga kedepannya pengelolaan semakin baik lagi"	Pengalaman wisata alam yang sangat menyenangkan kondisi masih lumayan sepi dikarenakan berkunjung di hari jumatKurang penunjuk arah yg jelas Semoga kedepannya pengelolaan semakin baik lagi	['pengalaman', 'wisata', 'alam', 'yang', 'sangat', 'menyenangkan', 'kondisi', 'masih', 'lumayan', 'sepi', 'dikarenakan', 'berkunjung', 'di', 'hari', 'jumatkurang', 'penunjuk', 'arah', 'yg', 'jelas', 'semoga', 'kedepannya', 'pengelolaan', 'semakin', 'baik', 'lagi']	['pengalaman', 'wisata', 'alam', 'yang', 'sangat', 'menyenangkan', 'kondisi', 'masih', 'lumayan', 'sepi', 'dikarenakan', 'berkunjung', 'di', 'hari', 'jumatkurang', 'penunjuk', 'arah', 'yang', 'jelas', 'semoga', 'kedepannya', 'pengelolaan', 'semakin', 'baik', 'lagi']	['pengalaman', 'wisata', 'alam', 'menyenangkan', 'kondisi', 'lumayan', 'sepi', 'berkunjung', 'jumatkurang', 'penunjuk', 'arah', 'semoga', 'kedepannya', 'pengelolaan']	['alam', 'wisata', 'alam', 'senang', 'kondisi', 'lumayan', 'sepi', 'kunjung', 'jumatkurang', 'tunjuk', 'arah', 'moga', 'depan', 'kelola']
19	Ariska Dewi	4 hari lalu	Negatif	Bukit Jaddhih	Dateng pas weekend, buat survey. Bareng sama truk truk tambang dan jalannya rusak. Dibantu warga lokal buat nyari jalan yg agak mendingan. Sampe lokasi airnya surut karna emang gak ada ujan. Gersang banget dan lebih baik bawa masker. Debu dimana mana	Dateng pas weekend buat survey Bareng sama truk truk tambang dan jalannya rusak Dibantu warga lokal buat nyari jalan yg agak mendingan Sampe lokasi airnya surut karna emang gak ada ujan Gersang banget dan lebih baik bawa masker Debu dimana mana	['dateng', 'pas', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'dan', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'nyari', 'jalan', 'yg', 'agak', 'mendingan', 'sampe', 'lokasi', 'airnya', 'surut', 'karna', 'emang', 'gak', 'ada', 'ujan', 'gersang', 'banget', 'dan', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana']	['datang', 'pas', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'dan', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'mencari', 'jalan', 'yang', 'agak', 'mendingan', 'sampai', 'lokasi', 'airnya', 'surut', 'karena', 'memang', 'enggak', 'ada', 'ujan', 'gersang', 'banget', 'dan', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana']	['pas', 'weekend', 'survey', 'bareng', 'truk', 'truk', 'tambang', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'mencari', 'jalan', 'mendingan', 'lokasi', 'airnya', 'surut', 'ujan', 'gersang', 'banget', 'bawa', 'masker', 'debu', 'dimana']	['pas', 'weekend', 'survey', 'bareng', 'truk', 'truk', 'tambang', 'jalan', 'rusak', 'bantu', 'warga', 'lokal', 'cari', 'jalan', 'mending', 'lokasi', 'air', 'surut', 'ujan', 'gersang', 'banget', 'bawa', 'masker', 'debu', 'mana']
20	metom sh	8 bulan lalu	Positif	Bukit Jaddhih	"Goa pote, bangkalan
Msh di sebelahnya dg bukit jaddih juga.
Mungkin artinya goa putih, krn bekas galian gn kapur, jd pasti putih. "	Goa pote bangkalanMsh di sebelahnya dg bukit jaddih jugaMungkin artinya goa putih krn bekas galian gn kapur jd pasti putih	['goa', 'pote', 'bangkalanmsh', 'di', 'sebelahnya', 'dg', 'bukit', 'jaddih', 'jugamungkin', 'artinya', 'goa', 'putih', 'krn', 'bekas', 'galian', 'gn', 'kapur', 'jd', 'pasti', 'putih']	['goa', 'pote', 'bangkalanmsh', 'di', 'sebelahnya', 'dengan', 'bukit', 'jaddih', 'jugamungkin', 'artinya', 'goa', 'putih', 'karena', 'bekas', 'galian', 'begini', 'kapur', 'jadi', 'pasti', 'putih']	['goa', 'pote', 'bangkalanmsh', 'sebelahnya', 'bukit', 'jaddih', 'jugamungkin', 'goa', 'putih', 'bekas', 'galian', 'kapur', 'putih']	['goa', 'pote', 'bangkalanmsh', 'belah', 'bukit', 'jaddih', 'jugamungkin', 'goa', 'putih', 'bekas', 'gali', 'kapur', 'putih']
21	Taufik Hidayah	2 minggu lalu	Positif	Bukit Jaddhih	Tempatnya bagus, sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur	Tempatnya bagus sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur	['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur']	['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur']	['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jalanan', 'berdebu', 'galian', 'tambang', 'kapur']	['tempat', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jalan', 'debu', 'gali', 'tambang', 'kapur']
22	Sebastian Rama	3 bulan lalu	Positif	Bukit Jaddhih	viewnya bagus, bekas area tambang jadi spot foto2	viewnya bagus bekas area tambang jadi spot foto	['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'jadi', 'spot', 'foto']	['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'jadi', 'spot', 'foto']	['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'spot', 'foto']	['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'spot', 'foto']
23	Berkah Abadi Satoto	8 bulan lalu	Positif	Bukit Jaddhih	"Bekas tambang kapur di banhkalan madura. Sangat aesthetic utk lokasi foto dan video. Tiket masuk murah hanya 5rb per orang.
Ada tour guide, anak muda sekitar .. mereka jg jago take foto dan video. …"	Bekas tambang kapur di banhkalan madura Sangat aesthetic utk lokasi foto dan video Tiket masuk murah hanya rb per orangAda tour guide anak muda sekitar mereka jg jago take foto dan video	['bekas', 'tambang', 'kapur', 'di', 'banhkalan', 'madura', 'sangat', 'aesthetic', 'utk', 'lokasi', 'foto', 'dan', 'video', 'tiket', 'masuk', 'murah', 'hanya', 'rb', 'per', 'orangada', 'tour', 'guide', 'anak', 'muda', 'sekitar', 'mereka', 'jg', 'jago', 'take', 'foto', 'dan', 'video']	['bekas', 'tambang', 'kapur', 'di', 'banhkalan', 'madura', 'sangat', 'aesthetic', 'untuk', 'lokasi', 'foto', 'dan', 'video', 'tiket', 'masuk', 'murah', 'hanya', 'ribu', 'per', 'orangada', 'tour', 'guide', 'anak', 'muda', 'sekitar', 'mereka', 'juga', 'jago', 'take', 'foto', 'dan', 'video']	['bekas', 'tambang', 'kapur', 'banhkalan', 'madura', 'aesthetic', 'lokasi', 'foto', 'video', 'tiket', 'masuk', 'murah', 'ribu', 'orangada', 'tour', 'guide', 'anak', 'muda', 'jago', 'take', 'foto', 'video']	['bekas', 'tambang', 'kapur', 'banhkalan', 'madura', 'aesthetic', 'lokasi', 'foto', 'video', 'tiket', 'masuk', 'murah', 'ribu', 'orangada', 'tour', 'guide', 'anak', 'muda', 'jago', 'take', 'foto', 'video']
24	NABNAD TWINS	sebulan lalu	Positif	Bukit Jaddhih	Wisata gunung kapur yg indah...kalau musim kemarau panas banget	Wisata gunung kapur yg indahkalau musim kemarau panas banget	['wisata', 'gunung', 'kapur', 'yg', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']	['wisata', 'gunung', 'kapur', 'yang', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']	['wisata', 'gunung', 'kapur', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']	['wisata', 'gunung', 'kapur', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']
25	Juniar Fadhilah	5 bulan lalu	Positif	Bukit Jaddhih	Bagus buat foto² rekomendasi kesini pagi atau sore sekalian, tutup jam 17.30	Bagus buat foto rekomendasi kesini pagi atau sore sekalian tutup jam	['bagus', 'buat', 'foto', 'rekomendasi', 'kesini', 'pagi', 'atau', 'sore', 'sekalian', 'tutup', 'jam']	['bagus', 'buat', 'foto', 'rekomendasi', 'kesini', 'pagi', 'atau', 'sore', 'sekalian', 'tutup', 'jam']	['bagus', 'foto', 'rekomendasi', 'kesini', 'pagi', 'sore', 'tutup', 'jam']	['bagus', 'foto', 'rekomendasi', 'kesini', 'pagi', 'sore', 'tutup', 'jam']
26	Agus Suryono	2 minggu lalu	Negatif	Bukit Jaddhih	jalan masuk sekitar 300 m sangat bergelombang, air didanau kering pada saat musim kemarau	jalan masuk sekitar  m sangat bergelombang air didanau kering pada saat musim kemarau	['jalan', 'masuk', 'sekitar', 'm', 'sangat', 'bergelombang', 'air', 'didanau', 'kering', 'pada', 'saat', 'musim', 'kemarau']	['jalan', 'masuk', 'sekitar', 'sama', 'sangat', 'bergelombang', 'air', 'didanau', 'kering', 'pada', 'saat', 'musim', 'kemarau']	['jalan', 'masuk', 'bergelombang', 'air', 'didanau', 'kering', 'musim', 'kemarau']	['jalan', 'masuk', 'gelombang', 'air', 'danau', 'kering', 'musim', 'kemarau']
27	Hasby Asshiddiqi	10 bulan lalu	Positif	Bukit Jaddhih	Bukit jeddih ini bukit kapur yang penambangannya masih aktif. Namun ada sisi yang sudah tidak beroperasi dan dijadikan wisata. Untuk view yang ditawarkan menarik. Untuk fasilitas ada warung makan, toilet (kurang tau keadaannya). Akses …	Bukit jeddih ini bukit kapur yang penambangannya masih aktif Namun ada sisi yang sudah tidak beroperasi dan dijadikan wisata Untuk view yang ditawarkan menarik Untuk fasilitas ada warung makan toilet kurang tau keadaannya Akses	['bukit', 'jeddih', 'ini', 'bukit', 'kapur', 'yang', 'penambangannya', 'masih', 'aktif', 'namun', 'ada', 'sisi', 'yang', 'sudah', 'tidak', 'beroperasi', 'dan', 'dijadikan', 'wisata', 'untuk', 'view', 'yang', 'ditawarkan', 'menarik', 'untuk', 'fasilitas', 'ada', 'warung', 'makan', 'toilet', 'kurang', 'tau', 'keadaannya', 'akses']	['bukit', 'jeddih', 'ini', 'bukit', 'kapur', 'yang', 'penambangannya', 'masih', 'aktif', 'namun', 'ada', 'sisi', 'yang', 'sudah', 'tidak', 'beroperasi', 'dan', 'dijadikan', 'wisata', 'untuk', 'view', 'yang', 'ditawarkan', 'menarik', 'untuk', 'fasilitas', 'ada', 'warung', 'makan', 'toilet', 'kurang', 'tau', 'keadaannya', 'akses']	['bukit', 'jeddih', 'bukit', 'kapur', 'penambangannya', 'aktif', 'sisi', 'beroperasi', 'dijadikan', 'wisata', 'view', 'ditawarkan', 'menarik', 'fasilitas', 'warung', 'makan', 'toilet', 'keadaannya', 'akses']	['bukit', 'jeddih', 'bukit', 'kapur', 'tambang', 'aktif', 'sisi', 'operasi', 'jadi', 'wisata', 'view', 'tawar', 'tarik', 'fasilitas', 'warung', 'makan', 'toilet', 'ada', 'akses']
28	Sri Wahyuni	setahun lalu	Positif	Bukit Jaddhih	"Jalan masuk bisa dibilang parah bgt,
Karcis masuk bayar 2X, pertama 10k, kedua 5k per org,
Tp view nya indah menurut saya, masih terlihat alami, …"	Jalan masuk bisa dibilang parah bgtKarcis masuk bayar X pertama k kedua k per orgTp view nya indah menurut saya masih terlihat alami	['jalan', 'masuk', 'bisa', 'dibilang', 'parah', 'bgtkarcis', 'masuk', 'bayar', 'x', 'pertama', 'k', 'kedua', 'k', 'per', 'orgtp', 'view', 'nya', 'indah', 'menurut', 'saya', 'masih', 'terlihat', 'alami']	['jalan', 'masuk', 'bisa', 'dibilang', 'parah', 'bgtkarcis', 'masuk', 'bayar', 'kali', 'pertama', 'ke', 'kedua', 'ke', 'per', 'orgtp', 'view', 'nya', 'indah', 'menurut', 'saya', 'masih', 'terlihat', 'alami']	['jalan', 'masuk', 'dibilang', 'parah', 'bgtkarcis', 'masuk', 'bayar', 'kali', 'orgtp', 'view', 'indah', 'alami']	['jalan', 'masuk', 'bilang', 'parah', 'bgtkarcis', 'masuk', 'bayar', 'kali', 'orgtp', 'view', 'indah', 'alami']
29	Fasha	5 bulan lalu	Positif	Bukit Jaddhih	kesini H+2 hari raya Idul fitri 2023 jalan agak rusak tapi senang aja suasananya unik dan ramai suara petasan, knalpot anak2 motor khas jaddih bangkalan madura.	kesini H hari raya Idul fitri  jalan agak rusak tapi senang aja suasananya unik dan ramai suara petasan knalpot anak motor khas jaddih bangkalan madura	['kesini', 'h', 'hari', 'raya', 'idul', 'fitri', 'jalan', 'agak', 'rusak', 'tapi', 'senang', 'aja', 'suasananya', 'unik', 'dan', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura']	['kesini', 'h', 'hari', 'raya', 'idul', 'fitri', 'jalan', 'agak', 'rusak', 'tapi', 'senang', 'saja', 'suasananya', 'unik', 'dan', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura']	['kesini', 'h', 'raya', 'idul', 'fitri', 'jalan', 'rusak', 'senang', 'suasananya', 'unik', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura']	['kesini', 'h', 'raya', 'idul', 'fitri', 'jalan', 'rusak', 'senang', 'suasana', 'unik', 'ramai', 'suara', 'petas', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkal', 'madura']
30	Mayaria Desi	9 bulan lalu	Positif	Bukit Jaddhih	tempat wisata ramah dikantong, hanya saja akses nya kurang nyaman, semoga mendapat perhatian & prioritas dr pemda setempat untuk akses menuju ke tmp wisata dan kedepannya makin tertata..???????? …	tempat wisata ramah dikantong hanya saja akses nya kurang nyaman semoga mendapat perhatian prioritas dr pemda setempat untuk akses menuju ke tmp wisata dan kedepannya makin tertata	['tempat', 'wisata', 'ramah', 'dikantong', 'hanya', 'saja', 'akses', 'nya', 'kurang', 'nyaman', 'semoga', 'mendapat', 'perhatian', 'prioritas', 'dr', 'pemda', 'setempat', 'untuk', 'akses', 'menuju', 'ke', 'tmp', 'wisata', 'dan', 'kedepannya', 'makin', 'tertata']	['tempat', 'wisata', 'ramah', 'dikantong', 'hanya', 'saja', 'akses', 'nya', 'kurang', 'nyaman', 'semoga', 'mendapat', 'perhatian', 'prioritas', 'dari', 'pemda', 'setempat', 'untuk', 'akses', 'menuju', 'ke', 'tmp', 'wisata', 'dan', 'kedepannya', 'makin', 'tertata']	['wisata', 'ramah', 'dikantong', 'akses', 'nyaman', 'semoga', 'perhatian', 'prioritas', 'pemda', 'akses', 'tmp', 'wisata', 'kedepannya', 'tertata']	['wisata', 'ramah', 'kantong', 'akses', 'nyaman', 'moga', 'perhati', 'prioritas', 'pemda', 'akses', 'tmp', 'wisata', 'depan', 'tata']
31	Santo Ali	setahun lalu	Positif	Bukit Jaddhih	Takjud dengan segala yang diciptakan oleh-Nya. Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura. Pemandangannya memang beda dari tempat wisata pada umumnya. …	Takjud dengan segala yang diciptakan olehNya Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura Pemandangannya memang beda dari tempat wisata pada umumnya	['takjud', 'dengan', 'segala', 'yang', 'diciptakan', 'olehnya', 'bukit', 'jaddih', 'merupakan', 'destinasi', 'wisata', 'di', 'kabupaten', 'bangkalan', 'madura', 'pemandangannya', 'memang', 'beda', 'dari', 'tempat', 'wisata', 'pada', 'umumnya']	['takjud', 'dengan', 'segala', 'yang', 'diciptakan', 'olehnya', 'bukit', 'jaddih', 'merupakan', 'destinasi', 'wisata', 'di', 'kabupaten', 'bangkalan', 'madura', 'pemandangannya', 'memang', 'beda', 'dari', 'tempat', 'wisata', 'pada', 'umumnya']	['takjud', 'diciptakan', 'bukit', 'jaddih', 'destinasi', 'wisata', 'kabupaten', 'bangkalan', 'madura', 'pemandangannya', 'beda', 'wisata']	['takjud', 'cipta', 'bukit', 'jaddih', 'destinasi', 'wisata', 'kabupaten', 'bangkal', 'madura', 'pandang', 'beda', 'wisata']
32	Emma erliana	setahun lalu	Positif	Bukit Jaddhih	Bagus epik tempat nya hanya saja jalanan agak berkerikil bukan aspal (gak mulus lah) itu saja kendalanya...semoga saja dari pemerintah setempat bisa memperbaiki jalanan di sekitar wisata bukit Jaddih ke depannya ,	Bagus epik tempat nya hanya saja jalanan agak berkerikil bukan aspal gak mulus lah itu saja kendalanyasemoga saja dari pemerintah setempat bisa memperbaiki jalanan di sekitar wisata bukit Jaddih ke depannya	['bagus', 'epik', 'tempat', 'nya', 'hanya', 'saja', 'jalanan', 'agak', 'berkerikil', 'bukan', 'aspal', 'gak', 'mulus', 'lah', 'itu', 'saja', 'kendalanyasemoga', 'saja', 'dari', 'pemerintah', 'setempat', 'bisa', 'memperbaiki', 'jalanan', 'di', 'sekitar', 'wisata', 'bukit', 'jaddih', 'ke', 'depannya']	['bagus', 'epik', 'tempat', 'nya', 'hanya', 'saja', 'jalanan', 'agak', 'berkerikil', 'bukan', 'aspal', 'enggak', 'mulus', 'lah', 'itu', 'saja', 'kendalanyasemoga', 'saja', 'dari', 'pemerintah', 'setempat', 'bisa', 'memperbaiki', 'jalanan', 'di', 'sekitar', 'wisata', 'bukit', 'jaddih', 'ke', 'depannya']	['bagus', 'epik', 'jalanan', 'berkerikil', 'aspal', 'mulus', 'kendalanyasemoga', 'pemerintah', 'memperbaiki', 'jalanan', 'wisata', 'bukit', 'jaddih', 'depannya']	['bagus', 'epik', 'jalan', 'kerikil', 'aspal', 'mulus', 'kendalanyasemoga', 'perintah', 'baik', 'jalan', 'wisata', 'bukit', 'jaddih', 'depan']
33	Arif Rahmat Santoso	5 bulan lalu	Positif	Bukit Jaddhih	Cukup luas dan ada pemandu nya klo masuk.	Cukup luas dan ada pemandu nya klo masuk	['cukup', 'luas', 'dan', 'ada', 'pemandu', 'nya', 'klo', 'masuk']	['cukup', 'luas', 'dan', 'ada', 'pemandu', 'nya', 'kalo', 'masuk']	['luas', 'pemandu', 'masuk']	['luas', 'pandu', 'masuk']
